user_id,age,gender,country,device_type,subscription_type,days_active,total_sessions,avg_session_duration_min,screen_views,clicks,likes,shares,comments,searches,notifications_received,notification_open_rate,purchases,total_spend,retained_30d,churn_risk_score,cluster,segment_name,pca_1,pca_2
U00027,42.0,Male,USA,Android,Basic,39,24,7.24,170,15,4,0,1,9,134,0.253,3,17.35,1,0.373,3,Occasional Users,-1.3260627233880011,-0.29129993735808246
U00028,44.0,Male,USA,Android,Basic,87,27,14.27,161,31,2,0,0,13,90,0.324,3,94.06,1,0.245,3,Occasional Users,-0.88173855188464,-1.350614738708303
U00029,59.0,Other,UK,Android,Basic,101,18,20.19,198,38,11,0,2,9,15,0.352,0,0.0,1,0.087,3,Occasional Users,0.32440388423730976,-0.7132172276776593
U00030,45.0,Male,India,Android,Free,53,26,12.02,174,52,11,1,2,15,158,0.281,2,73.55,1,0.347,3,Occasional Users,0.889547083984521,0.32317215831564255
U00031,33.0,Female,UK,Android,Premium,16,17,5.96,162,37,7,0,1,5,53,0.057,1,74.31,0,0.725,1,Low Users,-1.6707528429959835,2.564047414555593
U00032,32.0,Female,USA,Android,Basic,88,17,13.54,158,16,2,0,0,8,123,0.148,2,121.36,1,0.425,3,Occasional Users,-2.0862229818837434,-0.29629233065192995
U00033,20.0,Female,USA,Android,Premium,60,21,10.67,160,21,5,1,1,14,164,0.233,1,61.07,0,0.514,1,Low Users,-1.215718976815916,1.3803566318646032
U00034,54.0,Female,UK,Android,Free,106,22,12.49,170,29,7,1,0,16,141,0.159,3,231.7,0,0.296,1,Low Users,-0.5785836673472114,0.22978358095937762
U00035,24.0,Other,USA,iOS,Free,101,18,14.3,147,13,3,0,0,5,170,0.07,5,328.76,1,0.274,3,Occasional Users,-1.8416260890164857,-0.9544417991084537
U00036,38.0,Female,India,Android,Free,48,30,12.48,196,28,6,0,1,12,117,0.273,2,104.35,0,0.572,1,Low Users,-0.6829231087674398,0.9784699213964484
U00037,26.0,Female,India,iOS,Free,76,20,5.88,214,60,21,2,0,12,21,0.272,1,70.65,0,0.582,2,Moderate Users,1.1765496857465196,2.5086975021049738
U00038,56.0,Male,India,iOS,Basic,77,27,9.32,165,48,14,2,2,15,157,0.539,2,28.62,0,0.346,2,Moderate Users,1.32681287606032,1.3075126005310649
U00039,35.0,Female,Canada,iOS,Basic,77,21,12.36,172,21,7,1,1,13,27,0.265,3,17.73,1,0.226,3,Occasional Users,-0.47889082006991696,-0.4791486344669018
U00040,21.0,Female,Australia,Android,Free,109,19,10.34,133,24,7,0,0,8,112,0.147,1,77.05,1,0.226,3,Occasional Users,-1.2615266623880925,-0.9367216618086981
U00041,42.0,Female,Canada,Android,Free,240,31,14.28,283,61,24,0,2,20,158,0.589,1,42.67,0,0.048,0,High Users,3.448670578121315,-1.0234467848810744
U00042,31.0,Female,India,iOS,Premium,100,31,8.74,235,57,8,0,1,14,5,0.19,3,31.29,1,0.4,0,High Users,0.9350514992715463,-0.5952781879622209
U00043,26.0,Female,UK,Android,Basic,94,25,13.42,166,21,4,0,0,11,30,0.412,3,195.97,0,0.443,1,Low Users,-1.4041074010799623,0.23629112178103015
U00044,43.0,Male,India,Android,Basic,42,22,15.02,228,19,6,0,0,12,171,0.543,2,82.32,0,0.607,1,Low Users,-1.507167332224923,1.3655608273001687
U00045,19.0,Male,India,iOS,Free,64,27,8.14,131,38,4,0,1,7,174,0.219,3,129.06,1,0.231,3,Occasional Users,-0.5523717663255939,-0.9409379269486052
U00046,37.0,Male,India,iOS,Free,84,23,6.48,188,24,5,1,0,15,151,0.341,2,79.39,1,0.208,3,Occasional Users,-0.5411523016950913,-0.9213341672761596
U00047,45.0,Female,India,iOS,Free,92,23,19.26,168,20,5,0,1,14,84,0.491,5,530.43,1,0.156,3,Occasional Users,-0.7275852756355542,-1.3129208242597554
U00048,24.0,Male,India,Android,Free,65,15,20.2,79,8,1,0,0,9,70,0.22,1,21.6,1,0.37,3,Occasional Users,-2.9428296710350317,-0.2676666600796366
U00049,25.0,Male,India,iOS,Basic,223,31,7.58,166,24,1,0,0,12,73,0.117,0,0.0,1,0.0,0,High Users,-0.13832413502027538,-3.366935564033404
U00050,52.0,Female,Canada,iOS,Basic,85,16,8.08,146,27,2,0,0,7,94,0.301,2,67.35,1,0.409,3,Occasional Users,-1.9444374168557133,-0.17717984654868843
U00051,31.0,Male,USA,Android,Basic,236,32,12.78,299,43,17,2,5,17,124,0.371,6,221.64,1,0.0,2,Moderate Users,4.316252071461011,-1.5833375208983393
U00052,34.0,Female,Singapore,Android,Free,73,26,3.13,137,37,6,0,1,11,101,0.244,3,65.6,0,0.368,1,Low Users,-0.719216411276308,0.4509667398212573
U00053,53.0,Male,UK,Android,Free,86,25,10.18,192,16,1,0,0,13,20,0.33,2,73.48,1,0.233,3,Occasional Users,-1.2498188446614416,-1.4103178616348442
U00054,57.0,Female,Singapore,Android,Basic,104,20,15.69,96,23,9,2,0,9,67,0.314,0,0.0,0,0.471,1,Low Users,-1.0301464296291902,1.2731148650362982
U00055,21.0,Male,USA,iOS,Basic,155,29,13.1,243,49,3,0,0,7,24,0.241,4,215.01,0,0.424,0,High Users,0.11796012000052837,-0.33858243335151905
U00056,19.0,Male,USA,iOS,Basic,81,20,12.11,171,31,6,0,1,13,1,0.204,1,30.08,1,0.278,3,Occasional Users,-0.7838546960926857,-0.4732848587994641
U00057,23.0,Female,UK,iOS,Basic,20,18,12.24,57,5,1,0,0,13,8,0.287,3,71.16,0,0.578,1,Low Users,-3.4691670714653644,1.3907848601200157
U00058,59.0,Female,UK,iOS,Basic,45,25,4.8,182,47,6,0,1,18,118,0.437,3,89.05,0,0.57,1,Low Users,-0.6111299518031339,1.4102849439324596
U00059,21.0,Male,India,Android,Free,105,30,17.13,323,83,17,3,3,12,147,0.377,4,89.77,0,0.417,2,Moderate Users,4.111308282903291,1.868350481362551
U00060,46.0,Female,USA,Android,Free,130,23,10.76,75,13,0,0,0,13,26,0.342,1,19.1,0,0.318,1,Low Users,-2.2802174191153353,-0.46324665305034984
U00061,35.0,Other,USA,Android,Premium,19,20,23.52,131,16,7,0,2,19,8,0.244,2,178.94,0,0.694,1,Low Users,-1.8682310340928934,2.2525078233201907
U00062,43.0,Male,India,iOS,Free,29,19,11.47,152,26,3,0,0,16,176,0.122,3,59.24,0,0.543,1,Low Users,-2.131061282769679,1.350463428312163
U00063,51.0,Female,Canada,iOS,Free,93,25,5.88,236,37,8,0,0,15,49,0.253,1,28.68,1,0.24,3,Occasional Users,0.013761158928360955,-1.019275612301188
U00064,27.0,Male,Australia,iOS,Premium,146,26,12.31,122,36,10,1,0,14,50,0.182,3,166.47,0,0.477,1,Low Users,-0.3435507693292521,0.5148369777099268
U00065,53.0,Male,UK,Android,Free,152,26,13.34,252,62,9,0,0,10,75,0.363,1,40.41,0,0.511,0,High Users,0.5884784771209745,0.49463483666497743
U00066,31.0,Male,USA,Android,Free,162,24,12.66,162,29,3,0,0,11,170,0.228,4,85.57,0,0.397,1,Low Users,-1.094347382427142,-0.2966201243453828
U00067,48.0,Male,USA,Android,Free,114,25,24.96,191,44,9,0,1,11,145,0.391,2,27.62,0,0.321,1,Low Users,0.1095942774170608,0.22592069627731232
U00068,32.0,Male,India,iOS,Free,144,28,16.25,98,11,3,0,0,19,87,0.061,0,0.0,1,0.018,3,Occasional Users,-1.1590276149824903,-2.611661898311463
U00069,25.0,Male,UK,Android,Premium,149,23,15.1,182,45,16,0,1,14,179,0.336,1,19.4,1,0.044,3,Occasional Users,1.0067594501509172,-1.3878847504077594
U00070,31.0,Male,Australia,Android,Free,126,21,23.65,145,41,17,3,5,16,165,0.114,6,204.02,1,0.133,2,Moderate Users,2.5547109652695457,0.47350082462770143
U00071,40.0,Female,India,Android,Free,81,30,19.43,242,61,24,2,4,11,138,0.466,1,42.84,1,0.205,2,Moderate Users,3.773440920303434,0.5577361008351895
U00072,57.0,Female,USA,iOS,Premium,248,29,13.41,241,45,7,1,1,11,130,0.039,2,177.32,0,0.13,0,High Users,1.5436525352226622,-1.409011713710709
U00073,38.0,Female,USA,iOS,Premium,65,29,19.61,133,24,4,0,0,13,132,0.139,5,477.73,1,0.114,3,Occasional Users,-0.8299905210653686,-1.7731810694256505
U00074,33.0,Male,Canada,iOS,Free,243,38,2.29,336,61,10,0,3,18,65,0.285,1,13.82,0,0.025,0,High Users,3.480118210218088,-1.9106417232168396
U00075,35.0,Female,India,iOS,Free,94,22,8.58,178,22,1,0,0,12,0,0.123,2,38.69,0,0.432,1,Low Users,-1.6994820360601288,0.2764384888955528
U00076,41.0,Male,India,iOS,Premium,143,33,10.82,371,59,17,3,1,14,9,0.121,3,63.92,0,0.156,2,Moderate Users,3.925671998753018,0.08607332508614782
U00077,43.0,Male,Canada,Android,Free,129,28,15.5,259,44,15,2,0,9,167,0.423,1,68.89,0,0.371,0,High Users,1.54434248983483,0.646248479201356
U00078,42.0,Female,Singapore,Android,Basic,101,27,1.83,197,18,2,0,0,10,98,0.099,0,0.0,0,0.425,1,Low Users,-1.2975957792936714,-0.05151101126509306
U00079,58.0,Female,Australia,Android,Free,158,29,20.59,269,26,2,0,0,9,173,0.534,2,98.35,0,0.385,0,High Users,-0.3119876890891784,-0.6683379286131759
U00080,46.0,Male,Canada,Android,Free,169,22,9.95,165,16,2,0,0,13,27,0.443,3,156.98,1,0.116,3,Occasional Users,-1.1030131684078226,-2.1524277944849195
U00081,32.0,Male,India,iOS,Free,100,26,14.98,161,39,10,1,1,7,72,0.122,3,250.69,1,0.088,3,Occasional Users,0.6637970583512781,-1.1543428650985317
U00082,18.0,Female,USA,Android,Free,17,20,12.97,202,38,9,1,2,11,61,0.453,4,101.91,0,0.571,1,Low Users,-0.27921469716414177,2.3276054180409513
U00083,42.0,Female,India,Android,Basic,44,21,9.8,59,11,1,0,0,15,157,0.118,1,66.78,1,0.376,3,Occasional Users,-2.7035567858227676,-0.42999476367911443
U00084,24.0,Male,Australia,iOS,Premium,68,25,13.76,158,34,12,1,2,13,12,0.394,2,49.35,0,0.499,1,Low Users,0.11612499640003726,1.573425335620557
U00085,26.0,Female,India,Android,Free,64,28,13.73,189,31,5,0,0,12,86,0.387,3,177.09,1,0.073,3,Occasional Users,-0.30139487650422403,-1.7138378721973622
U00086,41.0,Male,USA,Android,Free,157,21,2.31,102,13,1,0,0,9,106,0.373,3,85.88,0,0.555,1,Low Users,-2.3762416625537797,0.2713688613019306
U00087,18.0,Female,Australia,Android,Free,53,27,18.69,183,31,8,1,0,11,104,0.284,2,144.68,1,0.258,3,Occasional Users,-0.10022991446546256,-0.6199773692033147
U00088,25.0,Male,India,Android,Free,174,24,12.58,229,57,15,3,3,10,17,0.268,1,16.75,1,0.113,2,Moderate Users,3.1176266208981143,-0.33348146229583353
U00089,41.0,Male,Singapore,Android,Free,65,26,12.11,120,17,4,0,0,17,145,0.339,3,106.11,0,0.562,1,Low Users,-1.956225331769936,0.7535829253346137
U00090,28.0,Male,Germany,Android,Free,86,20,16.93,192,53,8,1,2,14,112,0.079,5,697.49,1,0.34,3,Occasional Users,0.6112314233334315,0.2053776145984452
U00091,34.0,Female,Singapore,iOS,Free,101,22,10.84,149,22,3,0,0,20,68,0.221,1,59.21,1,0.224,3,Occasional Users,-1.340871676518731,-1.2454801857280664
U00092,25.0,Male,UK,Android,Free,77,29,14.09,275,38,15,3,2,8,2,0.209,0,0.0,0,0.394,2,Moderate Users,2.2066116520265475,1.5350526003258647
U00093,52.0,Female,India,Android,Free,172,23,13.05,188,36,2,0,0,16,20,0.353,2,33.55,0,0.393,1,Low Users,-0.8755327508348363,-0.30564083102075457
U00094,52.0,Female,Australia,iOS,Free,137,25,1.0,100,15,6,0,1,16,169,0.14,0,0.0,0,0.365,1,Low Users,-1.3410360018176952,-0.06342650728974931
U00095,50.0,Female,Germany,iOS,Basic,13,26,19.35,184,17,5,0,0,12,68,0.311,2,63.82,0,0.534,1,Low Users,-1.6420538068058312,1.047273778645874
U00096,22.0,Male,India,iOS,Free,216,29,5.68,223,55,4,0,0,9,172,0.117,3,70.99,1,0.032,0,High Users,0.9912396923767549,-2.8020089628761213
U00097,59.0,Male,USA,Android,Basic,114,27,3.75,150,16,5,0,0,13,88,0.179,0,0.0,1,0.172,3,Occasional Users,-0.9456648658280036,-1.728108249732715
U00098,56.0,Male,UK,Android,Free,110,20,6.55,132,39,5,0,0,16,31,0.172,1,27.76,0,0.399,1,Low Users,-1.309016912487655,0.46272938605537955
U00099,58.0,Male,Canada,Android,Free,99,30,13.31,110,16,2,0,0,7,150,0.342,1,77.13,0,0.426,1,Low Users,-1.6703673315307803,-0.20824370409360912
U00100,45.0,Other,USA,Android,Premium,72,28,11.47,235,60,7,1,0,12,150,0.206,0,0.0,0,0.429,1,Low Users,0.6187775205908304,0.8027844490383608
U00101,24.0,Other,India,Android,Premium,34,13,15.66,161,37,6,0,1,18,116,0.246,4,231.57,1,0.525,3,Occasional Users,-1.5484516352951434,1.0521920259310806
U00102,26.0,Male,UK,Android,Free,146,22,26.83,174,38,7,0,0,9,46,0.11,0,0.0,1,0.277,3,Occasional Users,-0.4480516923778881,-1.1031276060167812
U00103,25.0,Male,India,Android,Free,17,24,6.38,248,31,4,0,0,9,89,0.638,0,0.0,0,0.56,1,Low Users,-1.1542548661998102,1.297996408638077
U00104,29.0,Female,India,Android,Basic,238,35,14.79,203,45,3,0,0,15,95,0.661,3,73.46,1,0.0,0,High Users,1.0322752344233341,-3.5010856301120326
U00105,51.0,Female,India,iOS,Premium,210,24,11.22,129,36,9,2,0,16,142,0.589,2,89.72,0,0.184,0,High Users,0.4188049894558262,-0.5540599695190888
U00106,50.0,Female,Singapore,iOS,Basic,97,28,8.81,241,22,4,0,0,9,45,0.371,2,123.18,0,0.409,1,Low Users,-0.718838924855397,-0.06093686888546971
U00107,40.0,Male,Canada,Android,Basic,217,22,8.03,217,45,16,1,4,10,151,0.126,1,24.28,1,0.072,2,Moderate Users,2.4323683516891745,-0.9912135527416355
U00108,41.0,Male,UK,iOS,Free,99,29,13.88,136,22,1,0,0,9,10,0.158,2,73.47,0,0.287,1,Low Users,-1.324728048414337,-0.6239190763738479
U00109,54.0,Female,Canada,Android,Basic,80,23,12.01,129,37,9,0,1,14,7,0.225,1,38.65,0,0.439,1,Low Users,-0.8064593770710857,0.9294135953958718
U00110,52.0,Male,India,Android,Premium,105,27,10.27,148,44,10,0,0,17,115,0.252,3,85.6,0,0.421,1,Low Users,-0.3558853607679346,0.37766881844182926
U00111,57.0,Female,USA,iOS,Free,211,33,9.43,183,26,8,0,2,10,123,0.496,3,107.98,1,0.0,0,High Users,1.098281161008161,-2.8125313495711075
U00112,39.0,Male,Germany,Android,Free,74,21,15.37,114,28,4,0,0,15,30,0.383,1,21.36,0,0.632,1,Low Users,-2.092424809657038,1.306166039200546
U00113,44.0,Female,Canada,Android,Free,29,25,8.36,196,46,9,1,2,11,124,0.03,3,178.55,1,0.359,3,Occasional Users,0.5905790434718035,0.4404733941359131
U00114,52.0,Female,Germany,Android,Free,112,20,9.41,119,24,6,1,0,15,61,0.176,2,127.77,0,0.458,1,Low Users,-1.3826946123365245,0.7959305139792993
U00115,18.0,Male,Singapore,Android,Free,34,30,15.35,184,54,20,2,5,14,22,0.272,2,88.86,0,0.543,2,Moderate Users,2.560110775519609,2.811404755509136
U00116,52.0,Male,USA,iOS,Free,99,27,7.18,138,16,1,0,0,12,118,0.318,4,112.95,1,0.249,3,Occasional Users,-1.417508858000458,-1.5570055248028671
U00117,54.0,Female,UK,iOS,Basic,244,28,11.85,286,34,8,1,2,8,11,0.217,1,38.5,1,0.0,0,High Users,2.0454145396858947,-2.4792141239586893
U00118,31.0,Male,USA,Android,Basic,189,32,1.0,152,18,4,0,0,13,153,0.281,2,93.33,1,0.071,0,High Users,-0.28346848964179155,-2.8950753434725276
U00119,20.0,Female,Germany,Android,Free,91,16,11.28,78,18,3,0,0,7,46,0.173,1,26.77,1,0.315,3,Occasional Users,-2.3591293314704123,-0.5274077809131916
U00120,18.0,Male,USA,Android,Premium,50,24,10.59,147,23,6,0,1,10,115,0.317,0,0.0,0,0.643,1,Low Users,-1.54693125137236,1.5449555373508463
U00121,22.0,Male,Canada,iOS,Basic,77,17,17.86,88,8,1,0,0,10,176,0.08,5,23.84,1,0.223,3,Occasional Users,-2.5361640373659604,-0.9705553250008385
U00122,43.0,Female,UK,Android,Free,26,21,13.79,174,33,11,1,2,12,59,0.432,2,34.57,1,0.283,3,Occasional Users,0.12110333981154284,0.4601331197094896
U00123,31.0,Female,UK,Android,Free,82,28,10.48,122,33,7,0,0,15,91,0.146,3,100.77,0,0.421,1,Low Users,-0.9966550082810259,0.2882751540380286
U00124,56.0,Male,India,Android,Basic,210,35,4.45,212,46,10,1,0,14,158,0.24,3,128.96,1,0.0,0,High Users,1.8644748227215444,-2.8109345969619897
U00125,44.0,Male,Canada,Android,Free,173,24,17.81,361,104,30,0,5,19,133,0.255,2,48.04,1,0.018,2,Moderate Users,5.644107877548366,-0.16095801411692587
U00126,26.0,Female,India,iOS,Free,24,25,8.05,162,29,12,0,3,12,77,0.233,2,5.76,1,0.263,3,Occasional Users,0.17386080648811614,0.12605376812711347
U00127,32.0,Female,Australia,iOS,Free,89,27,14.46,280,47,8,0,2,11,54,0.576,2,79.31,1,0.241,0,High Users,1.1305698052750377,-0.7271689448246391
U00128,32.0,Male,Singapore,Android,Premium,350,37,9.88,353,60,19,4,6,8,144,0.327,3,51.83,0,0.0,2,Moderate Users,6.6724221117423,-0.9170305987265687
U00129,43.0,Male,Australia,iOS,Free,102,31,4.76,178,20,4,0,0,10,5,0.291,1,90.53,0,0.372,1,Low Users,-0.9018180529514669,-0.37616982511274855
U00130,59.0,Male,India,Android,Free,221,27,16.8,245,57,9,2,1,18,179,0.568,1,34.99,0,0.263,0,High Users,1.9707585496760127,-0.2594401341768109
U00131,30.0,Female,USA,iOS,Free,102,35,9.47,304,80,32,3,5,8,160,0.536,1,33.16,1,0.036,2,Moderate Users,6.33338210274051,0.4089257766770733
U00132,49.0,Female,India,iOS,Free,115,25,17.93,197,56,24,1,4,11,47,0.572,2,77.96,1,0.0,2,Moderate Users,3.1017366209501227,-0.3216902577293232
U00133,56.0,Male,India,Android,Basic,65,18,3.47,114,30,12,2,1,12,68,0.085,2,43.48,0,0.692,1,Low Users,-0.808812742818661,2.682031043103725
U00134,49.0,Female,Australia,Android,Free,84,22,15.93,180,24,9,1,0,9,104,0.408,2,73.06,0,0.399,1,Low Users,-0.710536376761879,0.794995779498329
U00135,21.0,Male,India,iOS,Free,34,22,14.38,226,20,4,0,0,11,168,0.103,3,126.21,0,0.511,1,Low Users,-1.5329600087877453,1.0146761574347962
U00136,47.0,Female,India,Android,Free,150,32,12.92,193,24,4,0,0,11,119,0.492,0,0.0,0,0.287,0,High Users,-0.40501313380908266,-0.9995298579436636
U00137,54.0,Male,UK,iOS,Premium,120,29,8.72,312,33,3,0,0,11,74,0.092,2,54.1,0,0.341,0,High Users,0.10819333639407559,-0.4794116243817425
U00138,40.0,Female,Singapore,iOS,Free,204,28,4.28,209,40,15,0,2,13,101,0.304,2,12.88,1,0.0,0,High Users,1.7483796243048115,-2.1061921000245483
U00139,56.0,Female,Canada,iOS,Free,100,25,3.65,193,48,21,2,2,10,4,0.16,4,144.72,0,0.551,2,Moderate Users,1.6892819884080805,2.1813768572752816
U00140,32.0,Female,Canada,Android,Basic,119,22,14.35,147,29,8,0,2,9,26,0.384,3,322.87,1,0.222,3,Occasional Users,-0.24954736760539128,-0.8347879629968559
U00141,60.0,Female,UK,Android,Basic,229,27,17.94,288,39,11,2,3,14,123,0.246,4,669.35,1,0.0,0,High Users,2.934699299556278,-1.8795255648372369
U00142,46.0,Female,USA,iOS,Free,36,22,18.26,139,23,2,0,0,16,7,0.165,4,66.67,0,0.679,1,Low Users,-2.310934830331825,1.5135933029787156
U00143,53.0,Female,USA,iOS,Basic,104,25,6.58,203,23,7,0,2,23,148,0.065,1,23.3,0,0.453,1,Low Users,-0.42948256507358895,0.6552794555114061
U00144,30.0,Male,Canada,Android,Free,77,26,4.72,160,23,1,0,0,15,123,0.491,2,102.91,0,0.415,1,Low Users,-1.572587212556548,0.11966276628179694
U00145,49.0,Male,USA,iOS,Free,20,29,8.32,134,17,4,0,0,14,162,0.473,3,166.33,0,0.595,1,Low Users,-1.875883085258778,0.9947393634588853
U00146,24.0,Female,Canada,iOS,Premium,114,33,12.95,151,24,5,1,0,9,43,0.272,3,89.87,1,0.104,3,Occasional Users,0.073101917985639,-2.0297678918616384
U00147,39.0,Female,UK,Android,Basic,41,29,8.2,397,34,6,0,1,6,130,0.145,1,27.91,0,0.404,0,High Users,0.7580593551286917,0.5412633974884055
U00148,45.0,Female,UK,iOS,Free,89,28,5.84,123,11,3,0,0,17,42,0.36,0,0.0,0,0.514,1,Low Users,-1.9190056397546646,0.2700859024522814
U00149,19.0,Male,USA,Android,Premium,154,21,18.19,92,23,5,0,0,8,31,0.433,2,99.43,0,0.41,1,Low Users,-1.7350031110932849,0.039021518268341875
U00150,59.0,Female,India,Android,Premium,59,22,5.73,166,20,4,0,1,14,128,0.107,2,41.94,0,0.59,1,Low Users,-1.666792096560161,1.2980920093792832
U00151,23.0,Male,India,Android,Free,92,20,7.91,206,26,1,0,0,4,124,0.22,5,415.53,0,0.493,1,Low Users,-1.608962634638771,0.5768892675250393
U00152,39.0,Male,India,iOS,Basic,106,26,8.84,186,24,4,0,0,7,135,0.051,3,119.47,0,0.453,1,Low Users,-1.1343110126382638,0.15501690938116897
U00153,45.0,Female,UK,Android,Basic,116,23,22.78,157,42,4,0,0,5,43,0.098,3,161.57,0,0.309,1,Low Users,-0.8255191362608859,-0.09324554819778198
U00154,37.0,Male,Germany,iOS,Free,87,27,9.46,67,17,2,0,0,9,144,0.215,1,49.14,0,0.483,1,Low Users,-2.18954538060804,0.24944562532630762
U00155,47.0,Male,Australia,iOS,Free,117,31,14.04,238,37,12,2,3,9,23,0.074,3,364.47,1,0.078,2,Moderate Users,2.4315740053816914,-1.0067185817618385
U00156,28.0,Female,Australia,Android,Free,46,22,9.05,155,45,19,4,4,9,48,0.18,4,234.51,0,0.501,2,Moderate Users,2.182896814922836,3.2374745902468227
U00157,45.0,Male,India,Android,Free,173,36,12.1,180,48,3,0,0,14,150,0.265,5,365.72,1,0.0,0,High Users,0.8495631567603104,-3.142727979249529
U00158,42.0,Female,Canada,iOS,Premium,47,21,7.35,111,32,2,0,0,12,72,0.169,2,32.25,1,0.28,3,Occasional Users,-1.6888669136803067,-0.5888221119707863
U00159,56.0,Female,India,Android,Basic,139,30,10.38,243,63,21,1,2,12,123,0.107,2,54.89,0,0.312,2,Moderate Users,2.7045282013091856,0.7188428351852698
U00160,50.0,Female,USA,Android,Free,32,17,8.76,182,18,6,1,1,15,10,0.294,2,69.48,0,0.781,1,Low Users,-1.7479291354978403,2.6827066489994755
U00161,18.0,Other,Australia,Android,Free,76,33,15.42,161,41,12,0,3,8,174,0.184,1,8.31,1,0.137,0,High Users,1.2605549045420645,-1.0084345755148403
