user_id,cluster,segment
100192,1,Moderate Engagement Users
100193,3,High Engagement Users
100194,1,Moderate Engagement Users
100195,0,Low Engagement / At-Risk Users
100196,1,Moderate Engagement Users
100197,0,Low Engagement / At-Risk Users
100198,3,High Engagement Users
100199,1,Moderate Engagement Users
100200,2,Occasional Users
100201,0,Low Engagement / At-Risk Users
100202,1,Moderate Engagement Users
100203,3,High Engagement Users
100204,1,Moderate Engagement Users
100205,3,High Engagement Users
100206,1,Moderate Engagement Users
100207,0,Low Engagement / At-Risk Users
100208,2,Occasional Users
100209,3,High Engagement Users
100210,0,Low Engagement / At-Risk Users
100211,1,Moderate Engagement Users
100212,2,Occasional Users
100213,3,High Engagement Users
100214,3,High Engagement Users
100215,0,Low Engagement / At-Risk Users
100216,3,High Engagement Users
100217,0,Low Engagement / At-Risk Users
100218,0,Low Engagement / At-Risk Users
100219,0,Low Engagement / At-Risk Users
100220,1,Moderate Engagement Users
100221,0,Low Engagement / At-Risk Users
100222,3,High Engagement Users
100223,3,High Engagement Users
100224,3,High Engagement Users
100225,3,High Engagement Users
100226,1,Moderate Engagement Users
100227,0,Low Engagement / At-Risk Users
100228,0,Low Engagement / At-Risk Users
100229,1,Moderate Engagement Users
100230,0,Low Engagement / At-Risk Users
100231,0,Low Engagement / At-Risk Users
100232,0,Low Engagement / At-Risk Users
100233,1,Moderate Engagement Users
100234,0,Low Engagement / At-Risk Users
100235,2,Occasional Users
100236,3,High Engagement Users
100237,1,Moderate Engagement Users
100238,0,Low Engagement / At-Risk Users
100239,1,Moderate Engagement Users
100240,0,Low Engagement / At-Risk Users
100241,3,High Engagement Users
100242,3,High Engagement Users
100243,1,Moderate Engagement Users
100244,0,Low Engagement / At-Risk Users
100245,3,High Engagement Users
100246,3,High Engagement Users
100247,2,Occasional Users
100248,2,Occasional Users
100249,2,Occasional Users
100250,0,Low Engagement / At-Risk Users
100251,1,Moderate Engagement Users
100252,1,Moderate Engagement Users
100253,2,Occasional Users
100254,3,High Engagement Users
100255,0,Low Engagement / At-Risk Users
100256,0,Low Engagement / At-Risk Users
100257,1,Moderate Engagement Users
100258,0,Low Engagement / At-Risk Users
100259,3,High Engagement Users
100260,0,Low Engagement / At-Risk Users
100261,0,Low Engagement / At-Risk Users
100262,0,Low Engagement / At-Risk Users
100263,0,Low Engagement / At-Risk Users
100264,2,Occasional Users
100265,3,High Engagement Users
100266,1,Moderate Engagement Users
100267,3,High Engagement Users
100268,0,Low Engagement / At-Risk Users
100269,0,Low Engagement / At-Risk Users
100270,3,High Engagement Users
100271,3,High Engagement Users
100272,1,Moderate Engagement Users
100273,2,Occasional Users
100274,3,High Engagement Users
100275,2,Occasional Users
100276,3,High Engagement Users
100277,1,Moderate Engagement Users
100278,2,Occasional Users
100279,2,Occasional Users
100280,3,High Engagement Users
100281,0,Low Engagement / At-Risk Users
100282,1,Moderate Engagement Users
100283,1,Moderate Engagement Users
100284,0,Low Engagement / At-Risk Users
100285,3,High Engagement Users
100286,3,High Engagement Users
100287,3,High Engagement Users
100288,2,Occasional Users
100289,1,Moderate Engagement Users
100290,1,Moderate Engagement Users
100291,3,High Engagement Users
100292,1,Moderate Engagement Users
100293,3,High Engagement Users
100294,2,Occasional Users
100295,3,High Engagement Users
100296,1,Moderate Engagement Users
100297,3,High Engagement Users
100298,3,High Engagement Users
100299,0,Low Engagement / At-Risk Users
100300,2,Occasional Users
100301,1,Moderate Engagement Users
100302,0,Low Engagement / At-Risk Users
100303,0,Low Engagement / At-Risk Users
100304,0,Low Engagement / At-Risk Users
100305,3,High Engagement Users
100306,0,Low Engagement / At-Risk Users
100307,3,High Engagement Users
100308,3,High Engagement Users
100309,2,Occasional Users
100310,1,Moderate Engagement Users
100311,1,Moderate Engagement Users
100312,3,High Engagement Users
100313,1,Moderate Engagement Users
100314,3,High Engagement Users
100315,2,Occasional Users
100316,0,Low Engagement / At-Risk Users
100317,2,Occasional Users
100318,3,High Engagement Users
100319,1,Moderate Engagement Users
100320,2,Occasional Users
100321,1,Moderate Engagement Users
100322,0,Low Engagement / At-Risk Users
100323,1,Moderate Engagement Users
100324,3,High Engagement Users
100325,1,Moderate Engagement Users
100326,3,High Engagement Users
100327,2,Occasional Users
100328,3,High Engagement Users
100329,3,High Engagement Users
100330,0,Low Engagement / At-Risk Users
100331,0,Low Engagement / At-Risk Users
100332,1,Moderate Engagement Users
100333,2,Occasional Users
100334,0,Low Engagement / At-Risk Users
100335,1,Moderate Engagement Users
100336,3,High Engagement Users
100337,2,Occasional Users
100338,1,Moderate Engagement Users
100339,2,Occasional Users
100340,2,Occasional Users
100341,3,High Engagement Users
100342,3,High Engagement Users
100343,0,Low Engagement / At-Risk Users
100344,1,Moderate Engagement Users
100345,2,Occasional Users
100346,1,Moderate Engagement Users
100347,2,Occasional Users
100348,3,High Engagement Users
100349,1,Moderate Engagement Users
100350,2,Occasional Users
100351,0,Low Engagement / At-Risk Users
100352,3,High Engagement Users
100353,2,Occasional Users
100354,1,Moderate Engagement Users
100355,1,Moderate Engagement Users
100356,0,Low Engagement / At-Risk Users
100357,3,High Engagement Users
100358,3,High Engagement Users
100359,3,High Engagement Users
100360,1,Moderate Engagement Users
100361,0,Low Engagement / At-Risk Users
100362,2,Occasional Users
100363,1,Moderate Engagement Users
100364,3,High Engagement Users
100365,0,Low Engagement / At-Risk Users
100366,2,Occasional Users
100367,3,High Engagement Users
100368,2,Occasional Users
100369,1,Moderate Engagement Users
100370,2,Occasional Users
100371,0,Low Engagement / At-Risk Users
100372,1,Moderate Engagement Users
100373,3,High Engagement Users
100374,3,High Engagement Users
100375,3,High Engagement Users
100376,2,Occasional Users
100377,1,Moderate Engagement Users
100378,1,Moderate Engagement Users
100379,0,Low Engagement / At-Risk Users
100380,0,Low Engagement / At-Risk Users
100381,1,Moderate Engagement Users
100382,0,Low Engagement / At-Risk Users
100383,3,High Engagement Users
100384,1,Moderate Engagement Users
100385,3,High Engagement Users
100386,1,Moderate Engagement Users
100387,0,Low Engagement / At-Risk Users
100388,1,Moderate Engagement Users
100389,2,Occasional Users
100390,1,Moderate Engagement Users
100391,3,High Engagement Users
100392,1,Moderate Engagement Users
100393,0,Low Engagement / At-Risk Users
100394,2,Occasional Users
100395,0,Low Engagement / At-Risk Users
100396,0,Low Engagement / At-Risk Users
100397,3,High Engagement Users
100398,3,High Engagement Users
100399,1,Moderate Engagement Users
100400,1,Moderate Engagement Users
100401,3,High Engagement Users
100402,3,High Engagement Users
100403,0,Low Engagement / At-Risk Users
100404,3,High Engagement Users
100405,1,Moderate Engagement Users
100406,0,Low Engagement / At-Risk Users
100407,1,Moderate Engagement Users
100408,3,High Engagement Users
100409,0,Low Engagement / At-Risk Users
100410,0,Low Engagement / At-Risk Users
100411,1,Moderate Engagement Users
100412,3,High Engagement Users
100413,3,High Engagement Users
100414,1,Moderate Engagement Users
100415,0,Low Engagement / At-Risk Users
100416,0,Low Engagement / At-Risk Users
100417,0,Low Engagement / At-Risk Users
100418,3,High Engagement Users
100419,1,Moderate Engagement Users
100420,1,Moderate Engagement Users
100421,0,Low Engagement / At-Risk Users
100422,1,Moderate Engagement Users
100423,0,Low Engagement / At-Risk Users
100424,1,Moderate Engagement Users
100425,2,Occasional Users
100426,3,High Engagement Users
100427,1,Moderate Engagement Users
100428,1,Moderate Engagement Users
100429,3,High Engagement Users
100430,3,High Engagement Users
100431,1,Moderate Engagement Users
100432,3,High Engagement Users
100433,3,High Engagement Users
100434,3,High Engagement Users
100435,0,Low Engagement / At-Risk Users
100436,0,Low Engagement / At-Risk Users
100437,3,High Engagement Users
100438,1,Moderate Engagement Users
100439,3,High Engagement Users
100440,3,High Engagement Users
100441,0,Low Engagement / At-Risk Users
100442,3,High Engagement Users
100443,2,Occasional Users
100444,2,Occasional Users
100445,3,High Engagement Users
100446,3,High Engagement Users
100447,0,Low Engagement / At-Risk Users
100448,3,High Engagement Users
100449,0,Low Engagement / At-Risk Users
100450,2,Occasional Users
100451,3,High Engagement Users
100452,2,Occasional Users
100453,0,Low Engagement / At-Risk Users
100454,3,High Engagement Users
100455,2,Occasional Users
100456,2,Occasional Users
100457,1,Moderate Engagement Users
100458,1,Moderate Engagement Users
100459,0,Low Engagement / At-Risk Users
100460,0,Low Engagement / At-Risk Users
100461,3,High Engagement Users
100462,0,Low Engagement / At-Risk Users
100463,1,Moderate Engagement Users
100464,1,Moderate Engagement Users
100465,3,High Engagement Users
100466,1,Moderate Engagement Users
100467,1,Moderate Engagement Users
100468,2,Occasional Users
100469,3,High Engagement Users
100470,3,High Engagement Users
100471,2,Occasional Users
100472,2,Occasional Users
100473,0,Low Engagement / At-Risk Users
100474,1,Moderate Engagement Users
100475,2,Occasional Users
100476,1,Moderate Engagement Users
100477,2,Occasional Users
100478,1,Moderate Engagement Users
100479,1,Moderate Engagement Users
100480,1,Moderate Engagement Users
100481,3,High Engagement Users
100482,3,High Engagement Users
100483,0,Low Engagement / At-Risk Users
100484,3,High Engagement Users
100485,1,Moderate Engagement Users
100486,0,Low Engagement / At-Risk Users
100487,1,Moderate Engagement Users
100488,1,Moderate Engagement Users
100489,1,Moderate Engagement Users
100490,0,Low Engagement / At-Risk Users
100491,1,Moderate Engagement Users
100492,2,Occasional Users
100493,1,Moderate Engagement Users
100494,3,High Engagement Users
100495,3,High Engagement Users
100496,3,High Engagement Users
100497,1,Moderate Engagement Users
100498,1,Moderate Engagement Users
100499,0,Low Engagement / At-Risk Users
100500,1,Moderate Engagement Users
100501,1,Moderate Engagement Users
100502,1,Moderate Engagement Users
100503,3,High Engagement Users
100504,3,High Engagement Users
100505,1,Moderate Engagement Users
100506,3,High Engagement Users
100507,2,Occasional Users
100508,3,High Engagement Users
100509,3,High Engagement Users
100510,0,Low Engagement / At-Risk Users
100511,0,Low Engagement / At-Risk Users
100512,3,High Engagement Users
100513,2,Occasional Users
100514,3,High Engagement Users
100515,0,Low Engagement / At-Risk Users
100516,1,Moderate Engagement Users
100517,1,Moderate Engagement Users
100518,2,Occasional Users
100519,1,Moderate Engagement Users
100520,1,Moderate Engagement Users
100521,1,Moderate Engagement Users
100522,1,Moderate Engagement Users
100523,2,Occasional Users
100524,2,Occasional Users
100525,2,Occasional Users
100526,1,Moderate Engagement Users
100527,0,Low Engagement / At-Risk Users
100528,1,Moderate Engagement Users
100529,3,High Engagement Users
100530,0,Low Engagement / At-Risk Users
100531,3,High Engagement Users
100532,3,High Engagement Users
100533,0,Low Engagement / At-Risk Users
100534,0,Low Engagement / At-Risk Users
100535,0,Low Engagement / At-Risk Users
100536,0,Low Engagement / At-Risk Users
100537,1,Moderate Engagement Users
100538,3,High Engagement Users
100539,1,Moderate Engagement Users
100540,3,High Engagement Users
100541,2,Occasional Users
100542,0,Low Engagement / At-Risk Users
100543,1,Moderate Engagement Users
100544,3,High Engagement Users
100545,3,High Engagement Users
100546,2,Occasional Users
100547,3,High Engagement Users
100548,1,Moderate Engagement Users
100549,2,Occasional Users
100550,0,Low Engagement / At-Risk Users
100551,2,Occasional Users
100552,1,Moderate Engagement Users
100553,1,Moderate Engagement Users
100554,2,Occasional Users
100555,1,Moderate Engagement Users
100556,3,High Engagement Users
100557,3,High Engagement Users
100558,0,Low Engagement / At-Risk Users
100559,1,Moderate Engagement Users
100560,3,High Engagement Users
100561,1,Moderate Engagement Users
100562,0,Low Engagement / At-Risk Users
100563,3,High Engagement Users
100564,2,Occasional Users
100565,1,Moderate Engagement Users
100566,1,Moderate Engagement Users
100567,3,High Engagement Users
100568,3,High Engagement Users
100569,1,Moderate Engagement Users
100570,1,Moderate Engagement Users
100571,3,High Engagement Users
100572,3,High Engagement Users
100573,3,High Engagement Users
100574,0,Low Engagement / At-Risk Users
100575,3,High Engagement Users
100576,2,Occasional Users
100577,3,High Engagement Users
100578,2,Occasional Users
100579,3,High Engagement Users
100580,3,High Engagement Users
100581,3,High Engagement Users
100582,1,Moderate Engagement Users
100583,0,Low Engagement / At-Risk Users
100584,1,Moderate Engagement Users
100585,2,Occasional Users
100586,0,Low Engagement / At-Risk Users
100587,3,High Engagement Users
100588,3,High Engagement Users
100589,2,Occasional Users
100590,3,High Engagement Users
100591,0,Low Engagement / At-Risk Users
100592,3,High Engagement Users
100593,3,High Engagement Users
100594,3,High Engagement Users
100595,1,Moderate Engagement Users
100596,1,Moderate Engagement Users
100597,0,Low Engagement / At-Risk Users
100598,3,High Engagement Users
100599,1,Moderate Engagement Users
100600,0,Low Engagement / At-Risk Users
100601,0,Low Engagement / At-Risk Users
100602,1,Moderate Engagement Users
100603,3,High Engagement Users
100604,3,High Engagement Users
100605,3,High Engagement Users
100606,1,Moderate Engagement Users
100607,3,High Engagement Users
100608,0,Low Engagement / At-Risk Users
100609,3,High Engagement Users
100610,2,Occasional Users
100611,3,High Engagement Users
100612,0,Low Engagement / At-Risk Users
100613,3,High Engagement Users
100614,3,High Engagement Users
100615,1,Moderate Engagement Users
100616,2,Occasional Users
100617,2,Occasional Users
100618,3,High Engagement Users
100619,1,Moderate Engagement Users
100620,3,High Engagement Users
100621,2,Occasional Users
100622,0,Low Engagement / At-Risk Users
100623,3,High Engagement Users
100624,1,Moderate Engagement Users
100625,3,High Engagement Users
100626,3,High Engagement Users
100627,1,Moderate Engagement Users
100628,0,Low Engagement / At-Risk Users
100629,1,Moderate Engagement Users
100630,3,High Engagement Users
100631,3,High Engagement Users
100632,2,Occasional Users
100633,2,Occasional Users
100634,1,Moderate Engagement Users
100635,3,High Engagement Users
100636,3,High Engagement Users
100637,1,Moderate Engagement Users
100638,0,Low Engagement / At-Risk Users
100639,0,Low Engagement / At-Risk Users
100640,1,Moderate Engagement Users
100641,1,Moderate Engagement Users
100642,3,High Engagement Users
100643,0,Low Engagement / At-Risk Users
100644,2,Occasional Users
100645,3,High Engagement Users
100646,1,Moderate Engagement Users
100647,2,Occasional Users
100648,0,Low Engagement / At-Risk Users
100649,2,Occasional Users
100650,3,High Engagement Users
100651,2,Occasional Users
100652,3,High Engagement Users
100653,1,Moderate Engagement Users
100654,0,Low Engagement / At-Risk Users
100655,3,High Engagement Users
100656,1,Moderate Engagement Users
100657,3,High Engagement Users
100658,1,Moderate Engagement Users
100659,0,Low Engagement / At-Risk Users
100660,3,High Engagement Users
100661,1,Moderate Engagement Users
100662,1,Moderate Engagement Users
100663,1,Moderate Engagement Users
100664,3,High Engagement Users
100665,1,Moderate Engagement Users
100666,1,Moderate Engagement Users
100667,0,Low Engagement / At-Risk Users
100668,3,High Engagement Users
100669,3,High Engagement Users
100670,3,High Engagement Users
100671,1,Moderate Engagement Users
100672,1,Moderate Engagement Users
100673,3,High Engagement Users
100674,3,High Engagement Users
100675,0,Low Engagement / At-Risk Users
100676,3,High Engagement Users
100677,3,High Engagement Users
100678,0,Low Engagement / At-Risk Users
100679,3,High Engagement Users
100680,3,High Engagement Users
100681,0,Low Engagement / At-Risk Users
100682,0,Low Engagement / At-Risk Users
100683,0,Low Engagement / At-Risk Users
100684,1,Moderate Engagement Users
100685,1,Moderate Engagement Users
100686,1,Moderate Engagement Users
100687,3,High Engagement Users
100688,2,Occasional Users
100689,1,Moderate Engagement Users
100690,3,High Engagement Users
100691,3,High Engagement Users
100692,1,Moderate Engagement Users
100693,2,Occasional Users
100694,0,Low Engagement / At-Risk Users
100695,3,High Engagement Users
100696,1,Moderate Engagement Users
100697,3,High Engagement Users
100698,0,Low Engagement / At-Risk Users
100699,2,Occasional Users
100700,1,Moderate Engagement Users
100701,1,Moderate Engagement Users
100702,1,Moderate Engagement Users
100703,1,Moderate Engagement Users
100704,3,High Engagement Users
100705,3,High Engagement Users
100706,3,High Engagement Users
100707,2,Occasional Users
100708,3,High Engagement Users
100709,0,Low Engagement / At-Risk Users
100710,2,Occasional Users
100711,3,High Engagement Users
100712,2,Occasional Users
100713,1,Moderate Engagement Users
100714,2,Occasional Users
100715,0,Low Engagement / At-Risk Users
100716,2,Occasional Users
100717,1,Moderate Engagement Users
100718,3,High Engagement Users
100719,2,Occasional Users
100720,1,Moderate Engagement Users
100721,3,High Engagement Users
100722,1,Moderate Engagement Users
100723,2,Occasional Users
100724,3,High Engagement Users
100725,2,Occasional Users
100726,2,Occasional Users
100727,3,High Engagement Users
100728,2,Occasional Users
100729,0,Low Engagement / At-Risk Users
100730,0,Low Engagement / At-Risk Users
100731,2,Occasional Users
100732,3,High Engagement Users
100733,0,Low Engagement / At-Risk Users
100734,0,Low Engagement / At-Risk Users
100735,1,Moderate Engagement Users
100736,3,High Engagement Users
100737,3,High Engagement Users
100738,3,High Engagement Users
100739,3,High Engagement Users
100740,0,Low Engagement / At-Risk Users
100741,3,High Engagement Users
100742,3,High Engagement Users
100743,1,Moderate Engagement Users
100744,3,High Engagement Users
100745,0,Low Engagement / At-Risk Users
100746,3,High Engagement Users
100747,1,Moderate Engagement Users
100748,1,Moderate Engagement Users
100749,1,Moderate Engagement Users
100750,3,High Engagement Users
100751,3,High Engagement Users
100752,3,High Engagement Users
100753,0,Low Engagement / At-Risk Users
100754,2,Occasional Users
100755,1,Moderate Engagement Users
100756,1,Moderate Engagement Users
100757,1,Moderate Engagement Users
100758,3,High Engagement Users
100759,0,Low Engagement / At-Risk Users
100760,2,Occasional Users
100761,2,Occasional Users
100762,3,High Engagement Users
100763,2,Occasional Users
100764,0,Low Engagement / At-Risk Users
100765,3,High Engagement Users
100766,3,High Engagement Users
100767,3,High Engagement Users
100768,3,High Engagement Users
100769,1,Moderate Engagement Users
100770,3,High Engagement Users
100771,3,High Engagement Users
100772,2,Occasional Users
100773,0,Low Engagement / At-Risk Users
100774,1,Moderate Engagement Users
100775,3,High Engagement Users
100776,2,Occasional Users
100777,2,Occasional Users
100778,0,Low Engagement / At-Risk Users
100779,0,Low Engagement / At-Risk Users
100780,3,High Engagement Users
100781,1,Moderate Engagement Users
100782,2,Occasional Users
100783,1,Moderate Engagement Users
100784,0,Low Engagement / At-Risk Users
100785,2,Occasional Users
100786,0,Low Engagement / At-Risk Users
100787,0,Low Engagement / At-Risk Users
100788,1,Moderate Engagement Users
100789,0,Low Engagement / At-Risk Users
100790,1,Moderate Engagement Users
100791,0,Low Engagement / At-Risk Users
100792,1,Moderate Engagement Users
100793,2,Occasional Users
100794,3,High Engagement Users
100795,2,Occasional Users
100796,3,High Engagement Users
100797,0,Low Engagement / At-Risk Users
100798,3,High Engagement Users
100799,2,Occasional Users
100800,1,Moderate Engagement Users
100801,2,Occasional Users
100802,1,Moderate Engagement Users
100803,0,Low Engagement / At-Risk Users
100804,3,High Engagement Users
100805,0,Low Engagement / At-Risk Users
100806,2,Occasional Users
100807,2,Occasional Users
100808,3,High Engagement Users
100809,3,High Engagement Users
100810,1,Moderate Engagement Users
100811,1,Moderate Engagement Users
100812,3,High Engagement Users
100813,3,High Engagement Users
100814,1,Moderate Engagement Users
100815,0,Low Engagement / At-Risk Users
100816,1,Moderate Engagement Users
100817,2,Occasional Users
100818,1,Moderate Engagement Users
100819,1,Moderate Engagement Users
100820,1,Moderate Engagement Users
100821,0,Low Engagement / At-Risk Users
100822,0,Low Engagement / At-Risk Users
100823,1,Moderate Engagement Users
100824,0,Low Engagement / At-Risk Users
100825,3,High Engagement Users
100826,1,Moderate Engagement Users
100827,1,Moderate Engagement Users
100828,3,High Engagement Users
100829,3,High Engagement Users
100830,3,High Engagement Users
100831,0,Low Engagement / At-Risk Users
100832,3,High Engagement Users
100833,2,Occasional Users
100834,3,High Engagement Users
100835,0,Low Engagement / At-Risk Users
100836,1,Moderate Engagement Users
100837,2,Occasional Users
100838,3,High Engagement Users
100839,1,Moderate Engagement Users
100840,2,Occasional Users
100841,3,High Engagement Users
100842,1,Moderate Engagement Users
100843,1,Moderate Engagement Users
100844,1,Moderate Engagement Users
100845,2,Occasional Users
100846,3,High Engagement Users
100847,2,Occasional Users
100848,3,High Engagement Users
100849,3,High Engagement Users
100850,2,Occasional Users
100851,3,High Engagement Users
100852,2,Occasional Users
100853,2,Occasional Users
100854,3,High Engagement Users
100855,2,Occasional Users
100856,2,Occasional Users
100857,1,Moderate Engagement Users
100858,0,Low Engagement / At-Risk Users
100859,1,Moderate Engagement Users
100860,3,High Engagement Users
100861,2,Occasional Users
100862,0,Low Engagement / At-Risk Users
100863,1,Moderate Engagement Users
100864,0,Low Engagement / At-Risk Users
100865,0,Low Engagement / At-Risk Users
100866,1,Moderate Engagement Users
100867,3,High Engagement Users
100868,0,Low Engagement / At-Risk Users
100869,3,High Engagement Users
100870,1,Moderate Engagement Users
100871,3,High Engagement Users
100872,1,Moderate Engagement Users
100873,2,Occasional Users
100874,2,Occasional Users
100875,0,Low Engagement / At-Risk Users
100876,1,Moderate Engagement Users
100877,1,Moderate Engagement Users
100878,3,High Engagement Users
100879,2,Occasional Users
100880,2,Occasional Users
100881,3,High Engagement Users
100882,3,High Engagement Users
100883,0,Low Engagement / At-Risk Users
100884,1,Moderate Engagement Users
100885,1,Moderate Engagement Users
100886,2,Occasional Users
100887,1,Moderate Engagement Users
100888,2,Occasional Users
100889,3,High Engagement Users
100890,0,Low Engagement / At-Risk Users
100891,0,Low Engagement / At-Risk Users
100892,2,Occasional Users
100893,0,Low Engagement / At-Risk Users
100894,3,High Engagement Users
100895,1,Moderate Engagement Users
100896,0,Low Engagement / At-Risk Users
100897,0,Low Engagement / At-Risk Users
100898,1,Moderate Engagement Users
100899,2,Occasional Users
100900,0,Low Engagement / At-Risk Users
100901,3,High Engagement Users
100902,3,High Engagement Users
100903,3,High Engagement Users
100904,0,Low Engagement / At-Risk Users
100905,0,Low Engagement / At-Risk Users
100906,0,Low Engagement / At-Risk Users
100907,2,Occasional Users
100908,3,High Engagement Users
100909,1,Moderate Engagement Users
100910,3,High Engagement Users
100911,1,Moderate Engagement Users
100912,2,Occasional Users
100913,0,Low Engagement / At-Risk Users
