user_id,age,gender,country,device_type,subscription_type,days_active,total_sessions,avg_session_duration_min,screen_views,clicks,likes,shares,comments,searches,notifications_received,notification_open_rate,purchases,total_spend,retained_30d,churn_risk_score,cluster,segment_name,pca_1,pca_2
U00314,58.0,Male,Australia,Android,Basic,110,29,21.86,230,54,4,0,1,15,77,0.303,5,50.55,0,0.401,0,High Users,0.36868552289860734,0.12964262601536677
U00319,52.0,Female,USA,Android,Free,160,29,6.56,252,71,3,0,0,11,178,0.147,2,24.1,0,0.309,0,High Users,0.8441324526312114,-0.5704642575111565
U00322,49.0,Male,Australia,Android,Basic,171,31,7.12,365,47,9,2,2,14,83,0.426,2,84.8,0,0.26,0,High Users,2.768243202044953,-0.10105888909320908
U00323,40.0,Female,UK,Android,Basic,172,32,5.93,103,17,7,0,0,11,165,0.144,2,72.75,0,0.192,0,High Users,-0.6960262253082241,-1.390919293636026
U00324,50.0,Male,Canada,Android,Premium,214,26,15.7,240,32,11,0,1,10,90,0.151,3,87.64,0,0.242,0,High Users,0.7202285792870547,-0.7968463593003322
U00334,39.0,Male,Canada,Android,Free,217,23,15.03,244,50,5,0,1,6,48,0.098,0,0.0,0,0.408,0,High Users,0.3689996964420918,-0.1825216340926952
U00341,34.0,Female,USA,iOS,Free,79,28,13.18,179,51,22,1,0,6,101,0.33,3,265.88,1,0.073,0,High Users,1.722706945508539,-0.7836220575583561
U00347,46.0,Male,USA,Android,Basic,198,35,6.95,140,31,7,1,0,13,5,0.25,2,95.82,0,0.25,0,High Users,0.4057755975929705,-1.2317235837429628
U00358,25.0,Female,India,Android,Free,179,37,6.31,299,30,5,1,0,8,116,0.121,3,83.51,0,0.262,0,High Users,1.2203918368976647,-1.3036679451399205
U00361,29.0,Female,USA,Android,Free,151,31,1.0,301,84,7,1,2,14,120,0.105,3,357.67,0,0.393,0,High Users,2.5877397593218143,0.39208242210570865
U00367,49.0,Female,USA,iOS,Premium,129,31,13.16,168,37,15,0,4,17,76,0.262,0,0.0,1,0.23,0,High Users,1.5893229734298246,-0.7025097445722773
U00372,39.0,Male,India,Android,Premium,199,25,6.05,192,24,10,1,2,9,9,0.309,1,43.33,1,0.041,0,High Users,1.0165717848122253,-1.8312640455730915
U00375,32.0,Female,Australia,Android,Premium,149,28,17.69,213,60,9,0,0,11,39,0.324,4,177.22,0,0.249,0,High Users,0.7690843367305755,-0.4990631439191677
U00381,56.0,Female,Germany,Android,Premium,283,28,9.31,245,43,12,0,3,17,138,0.164,6,353.83,0,0.014,0,High Users,2.2302720067534825,-1.7433800428321324
U00391,47.0,Female,Singapore,iOS,Basic,186,36,10.29,381,61,8,0,2,9,88,0.109,0,0.0,1,0.0,0,High Users,3.1951090485090416,-2.6046745959539046
U00395,45.0,Female,India,Android,Basic,242,31,17.27,226,37,12,1,1,12,102,0.504,1,66.12,0,0.069,0,High Users,1.7789360503902456,-1.5128077834415585
U00397,54.0,Female,India,iOS,Free,125,28,9.25,217,29,1,0,0,11,141,0.421,5,88.08,0,0.293,0,High Users,-0.6579531666036508,-0.705646759518174
U00412,39.0,Male,Canada,Android,Basic,122,25,4.26,241,35,6,1,0,14,148,0.6,2,84.09,0,0.216,0,High Users,0.22572121217708432,-0.28669883961060055
U00422,45.0,Female,UK,iOS,Basic,137,31,10.26,204,31,6,0,1,11,88,0.441,4,78.88,0,0.328,0,High Users,0.08482405573744439,-0.4639592793532958
U00425,22.0,Male,Canada,Android,Basic,170,28,13.03,224,62,11,2,1,5,71,0.234,3,94.06,0,0.357,0,High Users,1.901645890556512,0.45018605602854805
U00426,29.0,Male,USA,Android,Free,145,30,10.99,156,32,11,2,3,13,137,0.5,1,86.25,1,0.047,0,High Users,1.801076317676573,-1.2425254060450228
U00428,43.0,Female,Singapore,Android,Free,60,32,7.58,318,53,6,0,0,8,120,0.481,5,298.78,0,0.296,0,High Users,0.9097431545198696,-0.1676622405849424
U00429,43.0,Female,India,iOS,Free,125,36,5.36,227,22,3,0,0,16,30,0.207,4,138.31,0,0.317,0,High Users,-0.1825456987311419,-1.0655234393889443
U00435,54.0,Female,Australia,iOS,Free,196,26,9.84,249,43,8,0,1,8,102,0.258,4,36.34,1,0.126,0,High Users,1.0247956577084378,-1.9586736546296601
U00450,33.0,Female,India,Android,Free,200,28,14.67,113,31,5,0,1,8,9,0.674,3,104.72,0,0.323,0,High Users,-0.4936164765354802,-0.7434977101389303
U00453,49.0,Male,India,iOS,Premium,164,27,11.83,249,39,11,2,1,11,71,0.272,3,81.85,0,0.402,0,High Users,1.3518756729050376,0.5253545216155913
U00455,37.0,Male,USA,Android,Free,141,28,12.01,303,82,5,0,1,19,56,0.373,7,154.92,0,0.313,0,High Users,1.7020169221751973,-0.11836481232841091
U00469,60.0,Female,India,iOS,Premium,79,28,1.0,344,66,8,0,0,8,30,0.335,1,32.94,1,0.289,0,High Users,1.4239626718211107,-0.7482643276641548
U00475,52.0,Male,India,Android,Free,186,30,11.43,250,21,8,0,1,12,141,0.581,3,47.67,1,0.0,0,High Users,0.8577115791401585,-2.679640948284744
U00477,34.0,Female,Australia,Android,Free,101,29,13.36,239,34,6,0,1,13,65,0.157,1,2.12,0,0.332,0,High Users,0.11232877008942319,-0.06916905333803314
U00485,58.0,Male,USA,Android,Free,125,33,1.51,218,64,6,1,1,16,159,0.268,2,104.04,0,0.437,0,High Users,1.260286305823845,0.3196725279214125
U00494,27.0,Female,India,iOS,Premium,234,27,12.57,266,42,9,1,2,10,45,0.212,5,57.3,1,0.0,0,High Users,2.1166913279381916,-2.2795084357684625
U00497,41.0,Other,India,Android,Free,211,27,11.65,252,69,8,0,1,9,124,0.205,3,86.18,0,0.379,0,High Users,1.3580295596389005,-0.2422243864170842
U00498,52.0,Female,Canada,iOS,Basic,84,38,18.01,315,47,10,0,2,16,76,0.172,1,22.49,1,0.157,0,High Users,2.219523457395514,-1.532975329995783
U00499,52.0,Female,India,iOS,Premium,123,35,2.49,274,81,6,0,1,12,89,0.451,1,8.71,0,0.267,0,High Users,1.964467199696424,-0.442405407191294
U00501,35.0,Male,India,Android,Free,298,37,10.81,179,48,12,1,1,15,66,0.605,4,71.43,0,0.0,0,High Users,2.3999278614733197,-2.3841010959825213
U00507,54.0,Male,Canada,Android,Free,126,28,10.78,288,34,13,0,0,14,159,0.312,3,103.27,0,0.468,0,High Users,0.4988222932476842,0.34668115398089594
U00508,29.0,Male,India,iOS,Basic,149,38,9.38,240,25,2,0,0,13,81,0.211,1,60.33,0,0.073,0,High Users,0.38359048566989984,-2.1397298069705677
U00510,40.0,Female,India,Android,Premium,63,32,16.31,303,26,8,1,2,11,75,0.322,4,90.38,0,0.405,0,High Users,1.0220841651330723,0.6353691641051701
U00512,52.0,Male,India,Android,Basic,267,24,15.57,155,38,7,0,0,12,109,0.184,1,27.14,1,0.0,0,High Users,0.2854668856039967,-2.944627316159302
U00526,26.0,Male,USA,Android,Free,258,29,15.46,235,20,6,1,1,19,176,0.184,0,0.0,0,0.097,0,High Users,0.886238156557813,-1.7722723895169832
U00531,36.0,Female,USA,iOS,Free,221,33,10.83,139,26,8,1,2,8,94,0.109,1,111.48,0,0.163,0,High Users,0.9094172389922418,-1.2301880964798901
U00535,29.0,Male,India,Android,Free,203,35,16.25,310,85,13,2,1,17,162,0.456,1,82.09,1,0.0,0,High Users,4.174618946564235,-2.0005090895202464
U00537,38.0,Female,Australia,Android,Free,258,41,13.61,454,59,4,0,0,9,74,0.258,2,119.12,0,0.0,0,High Users,3.2257864433973693,-3.040245993199692
U00541,56.0,Female,India,iOS,Free,129,25,15.96,258,65,3,0,1,17,13,0.522,1,56.25,1,0.206,0,High Users,0.8852079006877955,-1.2271514558036805
U00549,46.0,Male,Australia,Android,Basic,130,32,16.03,358,31,1,0,0,9,110,0.134,4,439.97,1,0.151,0,High Users,0.7782064722086115,-2.373859550595309
U00550,60.0,Female,Singapore,iOS,Free,154,33,9.36,323,27,1,0,0,10,158,0.44,7,361.46,0,0.205,0,High Users,0.43686261124201897,-1.5587897576930563
U00558,24.0,Female,Canada,iOS,Basic,209,33,21.93,228,18,7,0,2,13,59,0.319,0,0.0,1,0.0,0,High Users,1.0809792886115146,-2.8937600300946844
U00565,22.0,Male,India,Android,Free,81,30,16.66,243,55,3,0,0,15,105,0.082,0,0.0,1,0.162,0,High Users,0.5026792087855291,-1.5537549742842625
U00568,55.0,Male,India,Android,Free,256,26,9.04,137,28,11,0,3,13,51,0.352,3,61.71,0,0.17,0,High Users,0.736418219755808,-0.9886762409751255
U00570,25.0,Male,Singapore,iOS,Free,214,30,12.01,72,14,0,0,0,14,96,0.435,3,125.41,0,0.122,0,High Users,-1.332304711253811,-2.0892636334140784
U00572,39.0,Male,Australia,Android,Free,165,34,16.0,231,23,7,0,0,14,101,0.416,3,173.73,0,0.3,0,High Users,0.1756107845440196,-1.1154821055671877
U00575,42.0,Male,UK,iOS,Free,200,26,6.07,247,31,7,0,1,11,110,0.522,3,95.33,0,0.192,0,High Users,0.4698503492480755,-1.017929240571173
U00580,36.0,Female,UK,iOS,Basic,175,33,8.22,250,24,1,0,0,12,152,0.229,2,50.1,0,0.325,0,High Users,-0.1820933034477955,-1.2534689325643305
U00586,56.0,Male,Australia,Android,Basic,163,30,8.23,154,13,3,0,0,10,76,0.218,3,98.09,0,0.218,0,High Users,-0.9493886976985635,-1.334151843676203
U00587,20.0,Male,Germany,Android,Basic,365,30,21.01,72,14,3,0,0,10,16,0.22,0,0.0,0,0.0,0,High Users,-0.5076788785218492,-3.3725183784843336
U00600,50.0,Female,USA,iOS,Free,304,24,16.25,100,23,5,0,1,15,38,0.101,4,56.84,1,0.0,0,High Users,-0.16256364424820854,-3.226405958489701
U00603,49.0,Female,Germany,Android,Free,136,31,5.49,254,36,13,0,1,11,70,0.373,4,163.55,1,0.186,0,High Users,1.2743551515832026,-1.507955512290306
U00609,53.0,Male,India,Android,Free,161,28,13.8,306,29,8,1,1,10,98,0.313,1,80.84,0,0.404,0,High Users,0.9202067142585668,0.07296867734108364
U00611,36.0,Male,Germany,iOS,Basic,192,27,19.84,180,45,12,2,2,4,30,0.467,3,169.68,0,0.378,0,High Users,1.540660789051856,0.5138635059683935
U00612,37.0,Female,India,iOS,Basic,250,32,20.26,247,62,13,1,0,12,44,0.336,0,0.0,1,0.0,0,High Users,2.6046037851644597,-2.6678654889557287
U00627,25.0,Female,Germany,Android,Basic,129,33,22.1,232,27,11,2,0,12,25,0.244,2,86.82,1,0.089,0,High Users,1.4609786010332966,-1.7204592844558724
U00630,41.0,Female,USA,iOS,Free,336,36,10.75,142,35,10,1,2,14,45,0.19,6,95.59,0,0.0,0,High Users,2.046175697327196,-2.6037162234396596
U00634,53.0,Male,Singapore,iOS,Premium,206,24,19.71,228,26,5,0,0,10,6,0.403,1,19.81,0,0.312,0,High Users,-0.4076644653807661,-0.8106060746190915
U00637,45.0,Female,India,iOS,Premium,281,41,14.96,368,39,12,1,3,15,104,0.292,1,40.7,0,0.0,0,High Users,3.964600247536257,-2.2791821524140072
U00645,50.0,Male,UK,Android,Free,59,30,12.62,220,41,13,2,0,22,47,0.21,6,179.26,0,0.377,0,High Users,1.017456277419919,0.880635520708506
U00647,30.0,Female,Germany,iOS,Free,232,30,13.83,121,16,3,0,0,10,73,0.107,4,50.32,1,0.0,0,High Users,-0.4681943937286896,-3.3636060136637997
U00651,52.0,Female,UK,iOS,Free,142,32,8.69,179,51,4,0,0,12,55,0.216,4,156.3,0,0.367,0,High Users,0.06622145573727534,-0.535660806125191
U00654,22.0,Female,USA,Android,Free,209,35,21.22,337,33,4,0,0,20,132,0.166,0,0.0,0,0.228,0,High Users,1.10037125502844,-1.7641681907555864
U00661,18.0,Female,UK,Android,Free,163,38,10.58,215,38,3,0,0,17,8,0.367,3,52.94,0,0.24,0,High Users,0.46557919188110747,-1.561340365914664
U00671,50.0,Male,UK,iOS,Basic,147,35,18.82,171,26,6,0,0,13,49,0.533,2,156.83,1,0.038,0,High Users,0.26298015423604676,-2.7741851646277103
U00676,38.0,Male,Germany,iOS,Basic,208,28,4.11,257,30,4,0,1,13,40,0.273,3,13.8,1,0.0,0,High Users,0.7823323613386367,-2.810496015878934
U00685,40.0,Female,Australia,iOS,Free,109,27,13.06,308,51,2,0,0,10,109,0.134,5,325.51,1,0.247,0,High Users,0.5521283660675907,-1.431324571631391
U00686,54.0,Female,India,Android,Free,188,33,9.46,275,38,15,2,0,11,61,0.259,1,31.95,0,0.183,0,High Users,2.206838854500943,-0.6994130001517674
U00692,38.0,Male,Canada,iOS,Basic,169,26,5.67,240,53,13,0,1,11,27,0.415,3,62.09,0,0.352,0,High Users,1.0851283030360876,0.10753562937867896
U00696,30.0,Female,Canada,iOS,Free,44,30,10.72,327,64,6,0,1,16,73,0.23,0,0.0,0,0.338,0,High Users,1.2253425362131218,0.4691869423665722
U00700,49.0,Female,USA,iOS,Premium,65,27,20.43,318,39,7,1,1,13,126,0.154,3,125.23,0,0.43,0,High Users,0.7826759422941393,0.8659446546734717
U00712,47.0,Female,India,iOS,Basic,195,29,5.91,302,41,12,2,2,8,171,0.327,3,32.71,0,0.303,0,High Users,2.3658148022788597,0.09095447761610241
U00714,34.0,Female,India,Android,Premium,206,28,19.52,201,25,7,1,0,13,51,0.442,3,58.67,0,0.141,0,High Users,0.3656975982571271,-1.306803349492703
U00718,38.0,Female,Canada,iOS,Free,315,36,11.31,307,81,8,0,2,11,128,0.34,3,198.41,0,0.029,0,High Users,3.530444285615205,-2.3921367953692556
U00728,47.0,Female,Canada,Android,Free,211,28,5.26,140,22,9,1,2,16,129,0.414,5,47.76,0,0.189,0,High Users,0.5306254702062758,-0.7919606617512119
U00735,32.0,Female,Germany,Android,Free,140,27,13.59,339,30,8,0,2,13,129,0.328,0,0.0,0,0.327,0,High Users,0.9955024179194787,-0.04225218695862274
U00738,34.0,Male,UK,iOS,Free,188,32,17.48,207,28,7,1,1,15,111,0.229,1,26.43,0,0.211,0,High Users,0.8103965365376526,-0.9955422746434727
U00743,34.0,Male,Germany,Android,Basic,117,32,23.25,293,52,10,1,0,8,127,0.336,0,0.0,1,0.0,0,High Users,2.0042653285567065,-1.9615964162890134
U00744,27.0,Male,UK,Android,Basic,197,32,9.09,219,57,12,2,0,14,96,0.377,0,0.0,0,0.261,0,High Users,1.9964816619285075,-0.41019002946579625
U00747,41.0,Male,USA,Android,Premium,244,30,7.21,151,35,14,0,1,11,22,0.405,1,8.61,0,0.088,0,High Users,0.9918173782577794,-1.5427002826540568
U00755,28.0,Female,Germany,Android,Basic,166,27,18.77,150,44,8,1,0,15,75,0.258,1,5.1,0,0.319,0,High Users,0.1818076515609303,-0.2007419475469303
U00759,28.0,Male,Singapore,iOS,Basic,98,32,17.04,218,49,18,0,2,20,23,0.682,1,32.04,1,0.105,0,High Users,2.008013507713747,-1.0990154911250491
U00769,44.0,Male,Germany,Android,Basic,296,29,15.38,300,52,5,0,0,9,104,0.39,1,29.0,0,0.055,0,High Users,1.5478423540437154,-2.385464678780483
U00773,38.0,Male,Germany,iOS,Premium,179,28,7.77,145,35,11,2,2,11,63,0.261,4,241.64,0,0.279,0,High Users,1.1668605761519755,0.10110734504773329
U00776,45.0,Female,Singapore,Android,Free,82,27,11.7,241,35,13,1,1,8,29,0.526,4,238.5,0,0.315,0,High Users,0.8560589157735329,0.6020658234321926
U00783,58.0,Male,USA,Android,Free,225,30,12.01,169,43,11,2,0,10,133,0.134,3,144.57,1,0.04,0,High Users,1.6666957908386744,-2.2395836458972633
U00785,43.0,Other,UK,Android,Premium,258,31,20.35,223,50,12,1,3,14,176,0.518,2,76.2,0,0.162,0,High Users,2.5174524258608337,-0.9138997290495133
U00789,44.0,Male,India,iOS,Free,229,26,13.78,190,24,10,0,1,10,13,0.053,5,47.88,0,0.246,0,High Users,0.2090250620185443,-0.9724896191230328
U00804,43.0,Female,Singapore,Android,Free,217,24,12.79,199,45,7,0,2,7,96,0.374,1,67.61,0,0.373,0,High Users,0.4828476584490521,-0.144604363053158
U00811,31.0,Female,India,Android,Premium,96,33,18.11,193,37,7,1,1,12,137,0.218,2,34.76,1,0.082,0,High Users,0.9921342152096428,-1.65928553317809
U00814,40.0,Male,India,Android,Free,139,30,15.8,281,24,8,1,1,12,13,0.15,7,356.59,1,0.139,0,High Users,1.179868508292795,-1.730457767159126
