user_id,age,gender,country,device_type,subscription_type,days_active,total_sessions,avg_session_duration_min,screen_views,clicks,likes,shares,comments,searches,notifications_received,notification_open_rate,purchases,total_spend,retained_30d,churn_risk_score,cluster,segment_name,pca_1,pca_2
U00050,52.0,Female,Canada,iOS,Basic,85,16,8.08,146,27,2,0,0,7,94,0.301,2,67.35,1,0.409,3,Occasional Users,-1.9444374168557133,-0.17717984654868843
U00053,53.0,Male,UK,Android,Free,86,25,10.18,192,16,1,0,0,13,20,0.33,2,73.48,1,0.233,3,Occasional Users,-1.2498188446614416,-1.4103178616348442
U00056,19.0,Male,USA,iOS,Basic,81,20,12.11,171,31,6,0,1,13,1,0.204,1,30.08,1,0.278,3,Occasional Users,-0.7838546960926857,-0.4732848587994641
U00063,51.0,Female,Canada,iOS,Free,93,25,5.88,236,37,8,0,0,15,49,0.253,1,28.68,1,0.24,3,Occasional Users,0.013761158928360955,-1.019275612301188
U00068,32.0,Male,India,iOS,Free,144,28,16.25,98,11,3,0,0,19,87,0.061,0,0.0,1,0.018,3,Occasional Users,-1.1590276149824903,-2.611661898311463
U00069,25.0,Male,UK,Android,Premium,149,23,15.1,182,45,16,0,1,14,179,0.336,1,19.4,1,0.044,3,Occasional Users,1.0067594501509172,-1.3878847504077594
U00073,38.0,Female,USA,iOS,Premium,65,29,19.61,133,24,4,0,0,13,132,0.139,5,477.73,1,0.114,3,Occasional Users,-0.8299905210653686,-1.7731810694256505
U00080,46.0,Male,Canada,Android,Free,169,22,9.95,165,16,2,0,0,13,27,0.443,3,156.98,1,0.116,3,Occasional Users,-1.1030131684078226,-2.1524277944849195
U00081,32.0,Male,India,iOS,Free,100,26,14.98,161,39,10,1,1,7,72,0.122,3,250.69,1,0.088,3,Occasional Users,0.6637970583512781,-1.1543428650985317
U00083,42.0,Female,India,Android,Basic,44,21,9.8,59,11,1,0,0,15,157,0.118,1,66.78,1,0.376,3,Occasional Users,-2.7035567858227676,-0.42999476367911443
U00085,26.0,Female,India,Android,Free,64,28,13.73,189,31,5,0,0,12,86,0.387,3,177.09,1,0.073,3,Occasional Users,-0.30139487650422403,-1.7138378721973622
U00087,18.0,Female,Australia,Android,Free,53,27,18.69,183,31,8,1,0,11,104,0.284,2,144.68,1,0.258,3,Occasional Users,-0.10022991446546256,-0.6199773692033147
U00090,28.0,Male,Germany,Android,Free,86,20,16.93,192,53,8,1,2,14,112,0.079,5,697.49,1,0.34,3,Occasional Users,0.6112314233334315,0.2053776145984452
U00091,34.0,Female,Singapore,iOS,Free,101,22,10.84,149,22,3,0,0,20,68,0.221,1,59.21,1,0.224,3,Occasional Users,-1.340871676518731,-1.2454801857280664
U00097,59.0,Male,USA,Android,Basic,114,27,3.75,150,16,5,0,0,13,88,0.179,0,0.0,1,0.172,3,Occasional Users,-0.9456648658280036,-1.728108249732715
U00101,24.0,Other,India,Android,Premium,34,13,15.66,161,37,6,0,1,18,116,0.246,4,231.57,1,0.525,3,Occasional Users,-1.5484516352951434,1.0521920259310806
U00102,26.0,Male,UK,Android,Free,146,22,26.83,174,38,7,0,0,9,46,0.11,0,0.0,1,0.277,3,Occasional Users,-0.4480516923778881,-1.1031276060167812
U00113,44.0,Female,Canada,Android,Free,29,25,8.36,196,46,9,1,2,11,124,0.03,3,178.55,1,0.359,3,Occasional Users,0.5905790434718035,0.4404733941359131
U00116,52.0,Male,USA,iOS,Free,99,27,7.18,138,16,1,0,0,12,118,0.318,4,112.95,1,0.249,3,Occasional Users,-1.417508858000458,-1.5570055248028671
U00119,20.0,Female,Germany,Android,Free,91,16,11.28,78,18,3,0,0,7,46,0.173,1,26.77,1,0.315,3,Occasional Users,-2.3591293314704123,-0.5274077809131916
U00121,22.0,Male,Canada,iOS,Basic,77,17,17.86,88,8,1,0,0,10,176,0.08,5,23.84,1,0.223,3,Occasional Users,-2.5361640373659604,-0.9705553250008385
U00122,43.0,Female,UK,Android,Free,26,21,13.79,174,33,11,1,2,12,59,0.432,2,34.57,1,0.283,3,Occasional Users,0.12110333981154284,0.4601331197094896
U00126,26.0,Female,India,iOS,Free,24,25,8.05,162,29,12,0,3,12,77,0.233,2,5.76,1,0.263,3,Occasional Users,0.17386080648811614,0.12605376812711347
U00140,32.0,Female,Canada,Android,Basic,119,22,14.35,147,29,8,0,2,9,26,0.384,3,322.87,1,0.222,3,Occasional Users,-0.24954736760539128,-0.8347879629968559
U00146,24.0,Female,Canada,iOS,Premium,114,33,12.95,151,24,5,1,0,9,43,0.272,3,89.87,1,0.104,3,Occasional Users,0.073101917985639,-2.0297678918616384
U00158,42.0,Female,Canada,iOS,Premium,47,21,7.35,111,32,2,0,0,12,72,0.169,2,32.25,1,0.28,3,Occasional Users,-1.6888669136803067,-0.5888221119707863
U00162,44.0,Female,USA,Android,Free,191,18,12.29,174,29,6,1,1,8,2,0.207,2,125.34,1,0.099,3,Occasional Users,-0.0024365155339040505,-1.4857684455760507
U00164,58.0,Female,Canada,Android,Basic,74,24,3.1,123,29,3,0,0,12,53,0.373,3,252.76,1,0.172,3,Occasional Users,-1.2090193174947204,-1.306203684571421
U00171,54.0,Female,UK,Android,Free,97,33,5.12,133,24,5,0,0,10,172,0.431,4,235.92,1,0.253,3,Occasional Users,-0.618334107684702,-1.6674105661901457
U00173,59.0,Female,Canada,Android,Free,97,25,8.04,126,28,4,0,1,9,107,0.192,4,144.53,1,0.19,3,Occasional Users,-0.7856018533429523,-1.2631772465459843
U00181,56.0,Female,India,iOS,Premium,90,18,4.28,136,13,5,0,0,13,148,0.175,0,0.0,1,0.237,3,Occasional Users,-1.7960305908163947,-0.8574149616779271
U00188,45.0,Female,UK,iOS,Premium,141,16,12.55,87,23,8,1,0,9,170,0.434,0,0.0,1,0.169,3,Occasional Users,-1.1466860652494104,-0.8754954822971699
U00191,49.0,Female,USA,iOS,Basic,130,22,21.71,101,10,3,0,0,18,133,0.143,2,62.75,1,0.232,3,Occasional Users,-1.8232427222836676,-1.497783201756434
U00192,50.0,Male,Canada,Android,Premium,73,20,7.64,64,6,1,0,0,13,128,0.48,4,208.79,1,0.233,3,Occasional Users,-2.5699291562722704,-1.0941900551453976
U00193,18.0,Male,Canada,Android,Free,87,30,18.48,174,30,13,1,2,3,123,0.244,3,269.26,1,0.22,3,Occasional Users,1.0176679886720557,-0.6447300069143531
U00200,21.0,Other,India,iOS,Free,86,23,4.57,180,15,3,0,0,10,46,0.142,3,171.68,1,0.221,3,Occasional Users,-1.302379838140742,-1.2756642985722482
U00204,39.0,Male,India,iOS,Free,85,28,12.81,260,24,9,1,1,12,104,0.052,3,73.66,1,0.199,3,Occasional Users,0.7314483225537005,-0.9557206791523757
U00205,22.0,Female,USA,Android,Free,38,20,13.5,109,11,3,0,0,14,4,0.104,2,178.11,1,0.406,3,Occasional Users,-2.375395566099626,-0.18889112577030784
U00207,23.0,Female,Australia,iOS,Premium,68,22,5.56,240,19,2,0,0,14,17,0.249,6,318.23,1,0.335,3,Occasional Users,-1.1638609184949071,-0.7849063054986006
U00209,28.0,Male,UK,iOS,Free,135,26,15.06,164,27,3,0,0,15,65,0.172,2,33.41,1,0.105,3,Occasional Users,-0.63202846416951,-2.062833010554799
U00213,23.0,Female,India,Android,Basic,88,27,14.81,234,22,3,0,0,9,116,0.103,3,125.68,1,0.216,3,Occasional Users,-0.5611709085726575,-1.4995964899218186
U00221,20.0,Female,UK,Android,Free,39,22,15.28,246,36,5,0,1,7,104,0.193,0,0.0,1,0.371,3,Occasional Users,-0.4246438804059517,-0.007275772291811821
U00223,37.0,Male,USA,Android,Free,47,23,13.83,147,12,4,0,0,10,42,0.654,3,154.25,1,0.314,3,Occasional Users,-1.7350276728684848,-0.6703025900969608
U00224,49.0,Female,Canada,Android,Premium,73,24,8.72,161,15,4,0,0,16,111,0.277,1,25.39,1,0.326,3,Occasional Users,-1.4693538091074458,-0.8351176866661488
U00225,24.0,Female,India,Android,Free,138,19,8.2,175,23,8,1,1,14,63,0.476,2,22.46,1,0.241,3,Occasional Users,-0.295371494793272,-0.6666820469009235
U00227,50.0,Female,India,iOS,Free,134,22,17.08,134,32,7,0,0,15,63,0.183,1,30.28,1,0.16,3,Occasional Users,-0.7201193431243424,-1.4451585656587198
U00231,57.0,Male,Singapore,Android,Basic,136,24,15.1,177,32,6,0,1,12,86,0.563,2,34.27,1,0.132,3,Occasional Users,-0.12557682362714442,-1.544968561407235
U00237,48.0,Female,Singapore,iOS,Free,103,16,13.36,145,41,2,0,0,10,23,0.4,3,101.57,1,0.184,3,Occasional Users,-1.2648335677565414,-0.9547585160318512
U00240,52.0,Female,UK,Android,Free,37,22,14.71,145,18,3,0,0,16,26,0.274,4,35.98,1,0.456,3,Occasional Users,-1.9412601191228973,-0.0840302754329724
U00242,33.0,Male,India,iOS,Basic,136,18,10.87,89,8,1,0,0,9,76,0.39,2,13.53,1,0.271,3,Occasional Users,-2.360051634022043,-1.2409657232509712
U00243,43.0,Male,Australia,Android,Premium,58,23,7.92,214,32,13,1,4,13,130,0.222,2,63.05,1,0.339,3,Occasional Users,1.1208111157606726,0.6892343259082392
U00244,19.0,Male,Canada,Android,Free,54,29,11.56,214,55,9,0,2,16,60,0.287,1,28.31,1,0.201,3,Occasional Users,1.0613406156152967,-0.6239454227320849
U00247,22.0,Female,USA,iOS,Free,96,31,9.44,107,11,0,0,0,12,178,0.379,1,22.74,1,0.166,3,Occasional Users,-1.4713421781725502,-2.0768703522184317
U00252,52.0,Female,Singapore,Android,Basic,27,23,13.22,81,15,1,0,0,12,64,0.177,2,40.91,1,0.22,3,Occasional Users,-2.2128403981015814,-0.917553574407092
U00264,57.0,Female,USA,Android,Premium,52,20,15.28,184,27,7,1,1,13,179,0.4,1,106.54,1,0.132,3,Occasional Users,-0.2846521762421653,-0.5230425520177593
U00271,35.0,Female,India,iOS,Free,42,20,9.47,158,43,10,0,2,14,16,0.268,1,9.02,1,0.353,3,Occasional Users,-0.25694687801910104,0.4451299851486435
U00273,19.0,Male,Germany,Android,Basic,47,20,7.56,99,15,0,0,0,9,36,0.366,0,0.0,1,0.418,3,Occasional Users,-2.553746068779536,-0.24919414673008475
U00278,50.0,Female,India,iOS,Free,59,23,20.72,158,42,13,2,2,13,135,0.379,3,68.33,1,0.357,3,Occasional Users,0.8805962976163735,0.7261498965500511
U00281,31.0,Other,UK,Android,Premium,57,24,7.84,166,48,19,1,1,12,78,0.496,1,20.11,1,0.308,3,Occasional Users,0.9875270146016859,0.43072370435660956
U00284,25.0,Female,USA,iOS,Free,127,31,15.66,141,11,1,0,0,17,63,0.087,2,60.71,1,0.246,3,Occasional Users,-1.195364059655194,-2.0211111247930282
U00286,20.0,Female,India,Android,Free,115,24,9.41,244,45,7,0,1,12,142,0.23,2,74.23,1,0.215,3,Occasional Users,0.48372099251404954,-1.0280335400350695
U00287,34.0,Female,India,Android,Basic,102,21,1.0,243,24,10,1,0,5,21,0.217,2,52.31,1,0.373,3,Occasional Users,-0.14184409277553336,-0.19044698883624028
U00288,50.0,Male,USA,Android,Basic,191,24,16.79,131,38,7,0,1,6,9,0.306,0,0.0,1,0.194,3,Occasional Users,-0.0903379477718654,-1.6074468536063038
U00292,47.0,Male,Canada,Android,Free,52,21,18.58,209,22,4,0,1,5,62,0.359,2,32.62,1,0.379,3,Occasional Users,-1.0708493501311274,-0.14749637797198797
U00293,55.0,Female,Singapore,Android,Basic,102,19,12.81,107,13,2,0,0,10,40,0.333,5,383.27,1,0.297,3,Occasional Users,-2.110022275152632,-0.9767619677585386
U00303,50.0,Female,Canada,Android,Basic,34,29,16.03,187,24,4,0,0,12,160,0.244,3,49.48,1,0.271,3,Occasional Users,-0.8404799018633223,-0.9934013229856486
U00306,21.0,Female,USA,Android,Free,235,27,5.3,68,16,6,1,1,15,102,0.511,2,105.16,1,0.032,3,Occasional Users,-0.18397037457997198,-2.5727660096123377
U00308,34.0,Female,UK,iOS,Premium,84,24,5.2,131,12,4,0,1,14,73,0.206,2,98.05,1,0.297,3,Occasional Users,-1.391028831409831,-0.8677280212077753
U00309,45.0,Female,USA,iOS,Free,62,26,17.62,187,47,2,0,0,8,76,0.174,2,70.78,1,0.329,3,Occasional Users,-0.5860082256594477,-0.7363079468632516
U00310,47.0,Male,UK,iOS,Free,204,19,18.81,145,22,1,0,0,17,66,0.319,2,22.39,1,0.068,3,Occasional Users,-1.1604243096975069,-2.36137422722486
U00312,23.0,Male,India,iOS,Basic,41,22,13.07,125,36,3,0,0,10,8,0.164,0,0.0,1,0.361,3,Occasional Users,-1.5053721552253152,-0.26373778026447925
U00318,48.0,Male,India,Android,Free,105,18,15.42,119,13,5,0,0,8,17,0.294,6,74.08,1,0.281,3,Occasional Users,-1.8730242691832024,-0.8458187272963968
U00328,59.0,Male,India,iOS,Premium,39,29,11.12,250,37,10,1,1,10,34,0.145,3,43.82,1,0.195,3,Occasional Users,0.9767301884164462,-0.572812229915093
U00329,48.0,Female,Singapore,iOS,Free,130,16,9.91,141,23,3,0,0,15,159,0.449,4,127.9,1,0.208,3,Occasional Users,-1.5983916064519599,-1.1544096791120302
U00333,49.0,Female,India,Android,Premium,91,21,17.69,162,39,11,1,1,9,42,0.212,1,21.98,1,0.231,3,Occasional Users,0.2145165415661998,-0.2649365706181699
U00338,59.0,Male,Australia,Android,Free,80,22,24.72,176,33,9,1,2,6,35,0.272,1,43.53,1,0.326,3,Occasional Users,0.17211928327247816,0.1003034792618406
U00339,19.0,Male,Singapore,iOS,Basic,52,19,14.1,201,35,15,1,2,13,111,0.214,8,331.25,1,0.319,3,Occasional Users,0.5629705808641141,0.6068398162293437
U00344,26.0,Male,UK,iOS,Free,110,25,17.18,152,19,6,0,1,16,46,0.361,1,29.85,1,0.064,3,Occasional Users,-0.5274197487769071,-1.7384259728911953
U00346,56.0,Male,India,iOS,Basic,156,28,10.34,126,14,4,0,1,14,79,0.235,0,0.0,1,0.177,3,Occasional Users,-0.7659568970726031,-1.9432577459346914
U00350,52.0,Female,USA,iOS,Free,18,18,11.76,108,30,10,2,3,7,53,0.202,2,144.62,1,0.337,3,Occasional Users,-0.07016141729830794,1.201089152044152
U00359,33.0,Male,Singapore,iOS,Basic,63,25,9.06,193,25,3,0,0,10,9,0.447,5,89.72,1,0.28,3,Occasional Users,-1.005522501672527,-0.9689795388589624
U00360,31.0,Female,USA,iOS,Free,57,24,25.59,218,33,11,0,2,17,149,0.103,2,33.47,1,0.392,3,Occasional Users,0.17232912033338835,0.17199177179458522
U00362,40.0,Female,USA,Android,Basic,34,25,2.25,161,22,7,0,0,10,168,0.231,1,56.81,1,0.194,3,Occasional Users,-0.9881780249937835,-0.8888839423423163
U00366,19.0,Female,India,Android,Basic,48,26,9.73,162,36,10,0,3,23,138,0.536,1,21.62,1,0.245,3,Occasional Users,0.3589480705709902,-0.18705498665241338
U00373,59.0,Male,Canada,Android,Premium,143,22,12.48,172,17,6,0,0,11,54,0.17,3,127.46,1,0.199,3,Occasional Users,-0.9426073101691952,-1.544619870063435
U00376,60.0,Female,Singapore,iOS,Free,109,17,10.99,108,28,12,0,2,9,137,0.147,3,160.7,1,0.2,3,Occasional Users,-0.5360186359890711,-0.37915054905682455
U00382,21.0,Female,USA,Android,Free,52,17,9.5,66,12,0,0,0,13,103,0.234,1,45.03,1,0.431,3,Occasional Users,-2.9929627544617734,-0.10167663582873877
U00383,23.0,Male,USA,iOS,Free,136,23,22.73,192,29,10,0,3,9,91,0.148,1,41.35,1,0.117,3,Occasional Users,0.6301930242927213,-1.0919134340137966
U00384,49.0,Female,Australia,Android,Free,77,21,16.71,129,14,1,0,0,13,73,0.226,2,32.31,1,0.392,3,Occasional Users,-2.1323324753647666,-0.5985425210525663
U00390,59.0,Female,Germany,iOS,Free,17,22,2.75,135,20,4,0,0,18,72,0.204,0,0.0,1,0.4,3,Occasional Users,-1.8958133404822444,-0.049906748570665654
U00393,34.0,Female,India,Android,Premium,75,26,9.91,118,18,2,0,0,14,139,0.5,0,0.0,1,0.097,3,Occasional Users,-1.3811061137009477,-1.745392792462399
U00394,36.0,Female,Canada,Android,Free,15,22,15.99,196,25,10,2,1,6,95,0.283,1,56.92,1,0.429,3,Occasional Users,-0.06785537498765377,0.9329672450539547
U00411,22.0,Female,UK,Android,Free,138,32,7.84,135,27,4,0,0,13,28,0.531,0,0.0,1,0.129,3,Occasional Users,-0.40619633180623654,-2.2694597312453357
U00414,20.0,Female,Singapore,Android,Free,56,22,12.01,202,24,8,1,2,9,70,0.209,3,137.62,1,0.313,3,Occasional Users,-0.017896600348018685,0.09385300302256766
U00416,43.0,Male,India,Android,Basic,160,23,9.14,164,23,9,1,1,13,163,0.296,1,30.27,1,0.0,3,Occasional Users,0.3176922754547728,-1.792872821741352
U00424,47.0,Male,Singapore,Android,Basic,52,24,8.78,255,31,5,0,1,5,29,0.383,4,131.58,1,0.247,3,Occasional Users,-0.16069930433175728,-0.6772957587943524
U00434,47.0,Male,Germany,Android,Basic,85,15,11.48,149,14,5,0,0,7,59,0.04,2,162.69,1,0.355,3,Occasional Users,-2.017869077032815,-0.2916018252972418
U00436,40.0,Male,USA,iOS,Free,133,14,15.85,163,23,6,0,1,16,5,0.211,3,101.86,1,0.284,3,Occasional Users,-1.2161176895784496,-0.5423276457887496
U00437,27.0,Female,Singapore,Android,Free,147,19,13.35,155,18,4,0,0,12,46,0.448,0,0.0,1,0.222,3,Occasional Users,-1.371571224330909,-1.3571869119200397
U00443,36.0,Male,Singapore,iOS,Free,96,23,8.39,145,38,6,0,1,13,72,0.308,1,13.22,1,0.29,3,Occasional Users,-0.5569708356367573,-0.6439591688353868
U00444,49.0,Male,Germany,Android,Basic,15,18,1.49,156,12,1,0,0,18,11,0.357,3,140.3,1,0.498,3,Occasional Users,-2.528392207668528,0.3081590032484004
U00445,18.0,Male,India,iOS,Basic,44,17,14.89,117,10,3,0,0,11,134,0.136,2,17.1,1,0.346,3,Occasional Users,-2.4473399018656337,-0.24148259712119216
U00446,22.0,Male,Singapore,Android,Basic,64,20,1.33,133,17,3,0,0,8,38,0.216,4,146.12,1,0.298,3,Occasional Users,-1.8735559216975999,-0.6720120841360997
U00447,21.0,Male,India,Android,Free,173,26,13.41,143,17,3,0,0,12,18,0.219,2,109.79,1,0.09,3,Occasional Users,-0.8565553085229338,-2.4366663028127986
U00448,33.0,Male,India,Android,Premium,67,21,17.18,143,29,3,0,0,15,115,0.519,7,370.7,1,0.185,3,Occasional Users,-1.2829644030723626,-1.0935575233204196
U00452,45.0,Female,USA,Android,Premium,87,23,6.17,107,22,1,0,0,17,78,0.494,0,0.0,1,0.207,3,Occasional Users,-1.6993753241819562,-1.304772957068236
U00456,41.0,Female,Canada,iOS,Premium,46,31,18.48,141,30,12,2,1,15,132,0.535,0,0.0,1,0.18,3,Occasional Users,0.81246303291295,-0.4750671165196032
U00458,52.0,Male,USA,Android,Basic,84,25,9.96,263,48,9,1,2,16,176,0.143,0,0.0,1,0.376,3,Occasional Users,1.1629051763446665,0.15141028014905475
U00466,50.0,Female,UK,iOS,Free,189,26,6.66,103,26,9,0,0,11,131,0.275,3,81.53,1,0.0,3,Occasional Users,-0.29097983452598136,-2.5281538933254755
U00467,57.0,Female,India,Android,Basic,69,23,7.48,224,62,13,1,1,11,133,0.456,2,44.72,1,0.198,3,Occasional Users,1.3676290447062507,-0.11466641856691552
U00471,30.0,Male,UK,Android,Basic,101,27,11.88,132,25,9,1,2,10,120,0.35,2,66.62,1,0.233,3,Occasional Users,0.19943705664139222,-0.6783064410711724
U00472,29.0,Male,Singapore,iOS,Free,74,26,6.06,161,37,8,0,0,13,123,0.262,1,52.99,1,0.271,3,Occasional Users,-0.4622336228811464,-0.826230268021071
U00483,43.0,Female,USA,Android,Free,72,22,14.48,140,27,4,0,1,7,62,0.073,0,0.0,1,0.189,3,Occasional Users,-1.0033613028600656,-0.9045533586185341
U00484,51.0,Male,India,Android,Basic,87,25,16.73,295,28,5,0,0,8,135,0.347,2,29.08,1,0.273,3,Occasional Users,-0.1208648564402272,-1.0656481690713395
U00496,26.0,Male,USA,iOS,Free,86,22,19.43,213,25,8,1,2,9,105,0.21,1,15.41,1,0.236,3,Occasional Users,0.25105410245021764,-0.3385159724220704
U00503,49.0,Male,Canada,Android,Basic,141,31,9.0,177,24,4,0,0,9,71,0.124,3,78.48,1,0.105,3,Occasional Users,-0.23714922663047766,-2.373089116219018
U00505,40.0,Male,Canada,iOS,Free,148,26,7.43,135,30,10,1,0,12,51,0.172,2,125.95,1,0.179,3,Occasional Users,0.06527549598489021,-1.377160212591458
U00506,49.0,Male,USA,iOS,Free,173,19,7.53,96,19,2,0,0,19,52,0.26,2,73.69,1,0.155,3,Occasional Users,-1.6588725610822805,-1.8374484703719665
U00509,30.0,Male,Singapore,Android,Premium,104,24,19.58,191,47,3,0,0,13,75,0.15,2,45.45,1,0.278,3,Occasional Users,-0.4174020007296201,-1.0418161562986403
U00514,47.0,Female,USA,Android,Free,73,22,18.82,126,29,4,0,1,19,174,0.264,1,43.86,1,0.209,3,Occasional Users,-1.0514529528862047,-0.8517175235172939
U00515,34.0,Female,Singapore,iOS,Free,96,29,11.7,155,18,1,0,0,14,7,0.257,2,62.93,1,0.178,3,Occasional Users,-1.0777533915554678,-1.8655089269818967
U00516,37.0,Male,India,iOS,Basic,49,25,15.67,216,52,11,0,2,15,170,0.151,4,290.53,1,0.274,3,Occasional Users,0.8213250605435267,-0.11719053737343502
U00525,29.0,Female,India,iOS,Free,141,33,6.68,120,21,1,0,0,12,114,0.661,3,52.52,1,0.172,3,Occasional Users,-0.8218259102859076,-2.3757033328718102
U00532,33.0,Male,India,Android,Free,181,19,8.96,130,38,15,3,0,15,109,0.255,2,161.31,1,0.144,3,Occasional Users,1.0191434069133203,-0.6090677559653241
U00534,52.0,Female,UK,iOS,Free,81,23,12.6,112,32,14,2,2,13,42,0.325,2,17.57,1,0.364,3,Occasional Users,0.48821916523198533,0.5968357812922561
U00539,40.0,Male,India,iOS,Premium,14,18,17.44,43,4,1,0,0,15,34,0.061,2,41.82,1,0.461,3,Occasional Users,-3.3415893875611555,0.17089840842655912
U00540,33.0,Female,India,iOS,Free,108,20,7.04,95,19,4,0,0,15,119,0.261,3,203.25,1,0.262,3,Occasional Users,-1.7919244262348961,-1.039341032323048
U00542,59.0,Female,Australia,iOS,Free,14,13,16.68,122,25,7,1,1,13,173,0.017,4,193.7,1,0.437,3,Occasional Users,-1.59847139796893,1.1015891967583886
U00551,28.0,Female,Germany,Android,Basic,121,27,18.25,208,17,1,0,0,11,172,0.41,2,50.61,1,0.132,3,Occasional Users,-0.7734149999448529,-2.0882000472627387
U00554,26.0,Female,India,Android,Free,84,23,10.88,172,41,6,0,1,7,117,0.694,1,7.9,1,0.328,3,Occasional Users,-0.41096875212755163,-0.4080208461088394
U00559,30.0,Male,Canada,Android,Free,66,25,9.08,96,26,6,0,0,7,157,0.566,2,307.51,1,0.217,3,Occasional Users,-1.2491719078303642,-1.0524088243106295
U00562,26.0,Male,UK,iOS,Free,150,19,13.42,161,35,10,1,2,11,65,0.157,1,42.17,1,0.186,3,Occasional Users,0.412305508442198,-0.608169437956046
U00567,54.0,Female,India,Android,Basic,66,26,23.6,181,27,12,2,1,13,20,0.49,1,25.82,1,0.18,3,Occasional Users,0.7446394103392018,-0.36719076537546413
U00579,48.0,Male,UK,iOS,Basic,85,28,6.86,90,9,0,0,0,14,10,0.143,3,230.45,1,0.267,3,Occasional Users,-1.9418114964364377,-1.550998668454484
U00591,45.0,Male,Canada,iOS,Free,91,30,11.15,185,42,3,0,0,16,167,0.139,3,95.01,1,0.241,3,Occasional Users,-0.2074715259821368,-1.4591708081511308
U00595,18.0,Male,Australia,iOS,Free,123,23,14.29,156,20,7,0,0,15,5,0.228,1,36.65,1,0.149,3,Occasional Users,-0.8453744831300948,-1.5503357904669766
U00596,20.0,Other,USA,Android,Free,90,24,7.74,119,22,6,1,1,12,92,0.462,2,33.45,1,0.262,3,Occasional Users,-0.6644882840439796,-0.6259743679997936
U00599,42.0,Male,India,Android,Premium,108,29,15.04,134,20,4,0,0,13,131,0.167,4,348.4,1,0.143,3,Occasional Users,-0.8356182703160048,-1.9730469523502612
U00605,33.0,Female,India,Android,Free,69,22,14.72,159,31,9,0,2,10,161,0.13,0,0.0,1,0.279,3,Occasional Users,-0.3167568260165454,-0.21277547454377563
