user_id,cluster,segment_name,pca_1,pca_2
U00286,3,Occasional Users,0.48372099251404954,-1.0280335400350695
U00287,3,Occasional Users,-0.14184409277553336,-0.19044698883624028
U00288,3,Occasional Users,-0.0903379477718654,-1.6074468536063038
U00289,1,Low Users,-0.7135693379799122,0.5072811572686183
U00290,1,Low Users,-1.6381721066791164,0.4564588409445301
U00291,2,Moderate Users,4.275329370489137,2.6125766324711686
U00292,3,Occasional Users,-1.0708493501311274,-0.14749637797198797
U00293,3,Occasional Users,-2.110022275152632,-0.9767619677585386
U00294,0,High Users,1.1585780285518328,0.5335824920627592
U00295,2,Moderate Users,1.5664090282355256,2.1196803525514265
U00296,2,Moderate Users,2.823316501018052,0.25727607922286017
U00297,0,High Users,0.26604568451226446,-1.194966921169089
U00298,0,High Users,0.9535698517911773,0.37684742143196936
U00299,1,Low Users,-1.9193018356433675,1.0433304266403733
U00300,1,Low Users,-2.58188541107739,0.4064523128819737
U00301,0,High Users,-0.01920832294561787,-0.9623388896201015
U00302,1,Low Users,0.3244142458003855,1.6841854610622626
U00303,3,Occasional Users,-0.8404799018633223,-0.9934013229856486
U00304,1,Low Users,-1.881841189636255,-1.2828543967408355
U00305,0,High Users,-0.7229926061009018,-0.9775987097446427
U00306,3,Occasional Users,-0.18397037457997198,-2.5727660096123377
U00307,1,Low Users,0.6362441947082719,1.4724262391547722
U00308,3,Occasional Users,-1.391028831409831,-0.8677280212077753
U00309,3,Occasional Users,-0.5860082256594477,-0.7363079468632516
U00310,3,Occasional Users,-1.1604243096975069,-2.36137422722486
U00311,1,Low Users,0.23798324772594304,1.6728712480016172
U00312,3,Occasional Users,-1.5053721552253152,-0.26373778026447925
U00313,2,Moderate Users,4.023847191015643,-0.9125344374001991
U00314,0,High Users,0.36868552289860734,0.12964262601536677
U00315,1,Low Users,-1.1705821400435035,0.7316862075468329
U00316,1,Low Users,0.024324007481313976,0.8162261121245448
U00317,1,Low Users,-1.563418366344651,0.34115657329843335
U00318,3,Occasional Users,-1.8730242691832024,-0.8458187272963968
U00319,0,High Users,0.8441324526312114,-0.5704642575111565
U00320,1,Low Users,-0.7027713692361929,0.869460681949654
U00321,1,Low Users,-1.9912886491439086,-0.40076701834710227
U00322,0,High Users,2.768243202044953,-0.10105888909320908
U00323,0,High Users,-0.6960262253082241,-1.390919293636026
U00324,0,High Users,0.7202285792870547,-0.7968463593003322
U00325,1,Low Users,0.813810901744608,2.241849990143012
U00326,2,Moderate Users,2.58673664672089,-0.3735560795611542
U00327,2,Moderate Users,3.5287514501262454,-0.3573073867960174
U00328,3,Occasional Users,0.9767301884164462,-0.572812229915093
U00329,3,Occasional Users,-1.5983916064519599,-1.1544096791120302
U00330,1,Low Users,-2.1654264507265877,2.6609693332681266
U00331,1,Low Users,-3.3134749108727632,1.1838407996166918
U00332,1,Low Users,-2.88929208180433,-0.11937189458063319
U00333,3,Occasional Users,0.2145165415661998,-0.2649365706181699
U00334,0,High Users,0.3689996964420918,-0.1825216340926952
U00335,1,Low Users,-1.7262672197972635,0.011254095074036262
U00336,1,Low Users,-1.3268121972178133,0.25316240691346686
U00337,2,Moderate Users,3.7832625289761923,-0.34068170866974246
U00338,3,Occasional Users,0.17211928327247816,0.1003034792618406
U00339,3,Occasional Users,0.5629705808641141,0.6068398162293437
U00340,2,Moderate Users,4.621451489646815,0.9218774118024787
U00341,0,High Users,1.722706945508539,-0.7836220575583561
U00342,1,Low Users,-0.7835719191092811,-0.7669623851039363
U00343,1,Low Users,-1.1472143048881267,0.7096838513993785
U00344,3,Occasional Users,-0.5274197487769071,-1.7384259728911953
U00345,1,Low Users,0.48730595710953856,1.9758069929475848
U00346,3,Occasional Users,-0.7659568970726031,-1.9432577459346914
U00347,0,High Users,0.4057755975929705,-1.2317235837429628
U00348,2,Moderate Users,2.6563887920652793,3.22645669283149
U00349,1,Low Users,-1.2978880925055782,-0.4897006129149984
U00350,3,Occasional Users,-0.07016141729830794,1.201089152044152
U00351,2,Moderate Users,4.529562363822922,-0.23552443751067204
U00352,1,Low Users,-0.7735965800359422,1.7037836413021266
U00353,2,Moderate Users,2.718078941030943,0.8343342998651522
U00354,1,Low Users,-3.0531606719579285,0.7245219706819193
U00355,1,Low Users,-1.79902130474594,0.15117534079371775
U00356,1,Low Users,-0.6040757691211011,-0.7099395997138945
U00357,1,Low Users,-1.1333664848098204,2.546141934171087
U00358,0,High Users,1.2203918368976647,-1.3036679451399205
U00359,3,Occasional Users,-1.005522501672527,-0.9689795388589624
U00360,3,Occasional Users,0.17232912033338835,0.17199177179458522
U00361,0,High Users,2.5877397593218143,0.39208242210570865
U00362,3,Occasional Users,-0.9881780249937835,-0.8888839423423163
U00363,1,Low Users,0.37719829736509874,1.3615195410336187
U00364,1,Low Users,-2.0628734296474662,0.8580290579413782
U00365,1,Low Users,-0.7525638835654458,1.7358933310410078
U00366,3,Occasional Users,0.3589480705709902,-0.18705498665241338
U00367,0,High Users,1.5893229734298246,-0.7025097445722773
U00368,2,Moderate Users,2.90103818648324,2.724418774713558
U00369,2,Moderate Users,1.6298825755278004,0.4122848982080515
U00370,1,Low Users,0.9666261546490639,1.4680871370547677
U00371,2,Moderate Users,1.1081770962341322,1.555447199665139
U00372,0,High Users,1.0165717848122253,-1.8312640455730915
U00373,3,Occasional Users,-0.9426073101691952,-1.544619870063435
U00374,2,Moderate Users,5.973654862808347,2.163018888130526
U00375,0,High Users,0.7690843367305755,-0.4990631439191677
U00376,3,Occasional Users,-0.5360186359890711,-0.37915054905682455
U00377,1,Low Users,-0.37301280260520536,0.18168510162697876
U00378,1,Low Users,-1.0959184773362671,-0.1773331428765039
U00379,2,Moderate Users,2.446412391299694,0.23994823151877104
U00380,1,Low Users,-0.12704304905653405,0.6733216723024424
U00381,0,High Users,2.2302720067534825,-1.7433800428321324
U00382,3,Occasional Users,-2.9929627544617734,-0.10167663582873877
U00383,3,Occasional Users,0.6301930242927213,-1.0919134340137966
U00384,3,Occasional Users,-2.1323324753647666,-0.5985425210525663
U00385,2,Moderate Users,1.471119912543079,1.6248191140593027
U00386,1,Low Users,-2.1723278082855,0.3526313968552411
U00387,2,Moderate Users,2.3107371220192165,0.2848177611439063
U00388,1,Low Users,-1.3115298289249888,1.4601198945090348
U00389,2,Moderate Users,2.031846567782432,2.4467182139456813
U00390,3,Occasional Users,-1.8958133404822444,-0.049906748570665654
U00391,0,High Users,3.1951090485090416,-2.6046745959539046
U00392,2,Moderate Users,5.902599058554302,2.8966913450122265
U00393,3,Occasional Users,-1.3811061137009477,-1.745392792462399
U00394,3,Occasional Users,-0.06785537498765377,0.9329672450539547
U00395,0,High Users,1.7789360503902456,-1.5128077834415585
U00396,2,Moderate Users,1.2175372019223267,2.0656830006494173
U00397,0,High Users,-0.6579531666036508,-0.705646759518174
U00398,2,Moderate Users,3.6725932870311184,1.2848804319461484
U00399,1,Low Users,-1.3873969724081592,0.9060516954159352
U00400,1,Low Users,-0.7331500400598256,0.09946982217432476
U00401,1,Low Users,-2.9507468175404297,1.8596342561055295
U00402,1,Low Users,-1.3925481745711632,0.22909128192666858
U00403,1,Low Users,-1.3282144832800977,0.5150264573119011
U00404,1,Low Users,0.4329675197681512,0.47027766336207993
U00405,1,Low Users,-0.4293182013190351,0.446692380644008
U00406,1,Low Users,-1.5526474384090483,-0.6138038258182927
U00407,1,Low Users,-0.790061966033891,1.9886080280926053
U00408,2,Moderate Users,3.452509355735195,0.7312585777219729
U00409,2,Moderate Users,5.344550871192909,3.00610526069777
U00410,1,Low Users,-1.0791679036790933,1.519391486576154
U00411,3,Occasional Users,-0.40619633180623654,-2.2694597312453357
U00412,0,High Users,0.22572121217708432,-0.28669883961060055
U00413,2,Moderate Users,6.132833319495324,0.7695475480428966
U00414,3,Occasional Users,-0.017896600348018685,0.09385300302256766
U00415,1,Low Users,-0.7624946091589309,0.04569619863082929
U00416,3,Occasional Users,0.3176922754547728,-1.792872821741352
U00417,1,Low Users,-1.067315844600357,0.7820888339601663
U00418,1,Low Users,-3.370217305226566,0.39106269188044673
U00419,2,Moderate Users,1.5351209834564954,-0.010175031515518525
U00420,1,Low Users,0.5912196220202225,2.2031300823387476
U00421,1,Low Users,-1.4171655834030208,0.5887264172946719
U00422,0,High Users,0.08482405573744439,-0.4639592793532958
U00423,1,Low Users,-1.528824105038932,0.02142386738655257
U00424,3,Occasional Users,-0.16069930433175728,-0.6772957587943524
U00425,0,High Users,1.901645890556512,0.45018605602854805
U00426,0,High Users,1.801076317676573,-1.2425254060450228
U00427,1,Low Users,-2.3877684701952786,1.731510410382954
U00428,0,High Users,0.9097431545198696,-0.1676622405849424
U00429,0,High Users,-0.1825456987311419,-1.0655234393889443
U00430,1,Low Users,-1.6832836604018444,0.7260900430035698
U00431,1,Low Users,-0.8135949781484425,1.6655263267925284
U00432,2,Moderate Users,4.198871560352201,-1.2349742542760305
U00433,2,Moderate Users,5.7002987109206895,4.097430095004178
U00434,3,Occasional Users,-2.017869077032815,-0.2916018252972418
U00435,0,High Users,1.0247956577084378,-1.9586736546296601
U00436,3,Occasional Users,-1.2161176895784496,-0.5423276457887496
U00437,3,Occasional Users,-1.371571224330909,-1.3571869119200397
U00438,1,Low Users,-2.0673957121663484,2.6270345826150354
U00439,1,Low Users,1.0359490742825288,1.3974723678719148
U00440,2,Moderate Users,2.468239766606373,2.0860582784110906
U00441,1,Low Users,-1.877636393715309,0.8302262034451318
U00442,2,Moderate Users,5.229672171657201,0.9756228725896471
U00443,3,Occasional Users,-0.5569708356367573,-0.6439591688353868
U00444,3,Occasional Users,-2.528392207668528,0.3081590032484004
U00445,3,Occasional Users,-2.4473399018656337,-0.24148259712119216
U00446,3,Occasional Users,-1.8735559216975999,-0.6720120841360997
U00447,3,Occasional Users,-0.8565553085229338,-2.4366663028127986
U00448,3,Occasional Users,-1.2829644030723626,-1.0935575233204196
U00449,1,Low Users,-2.3211160734010714,1.05680376721243
U00450,0,High Users,-0.4936164765354802,-0.7434977101389303
U00451,2,Moderate Users,2.0863857129052055,2.7374522831977797
U00452,3,Occasional Users,-1.6993753241819562,-1.304772957068236
U00453,0,High Users,1.3518756729050376,0.5253545216155913
U00454,1,Low Users,-0.9882233727291393,-0.6976314495391853
U00455,0,High Users,1.7020169221751973,-0.11836481232841091
U00456,3,Occasional Users,0.81246303291295,-0.4750671165196032
U00457,1,Low Users,-0.30178395308866035,0.015394264870107765
U00458,3,Occasional Users,1.1629051763446665,0.15141028014905475
U00459,1,Low Users,0.04174664621860061,2.658737395360555
U00460,1,Low Users,-0.6530744824830761,1.722955012242504
